template_asset_id,template_path,template_category,template_kind,candidate_new_asset_id,candidate_new_path,decision,priority,geometry_action,texture_action,rig_action,animation_action,scale_pivot_action,license_gate,runtime_evidence,notes
TEM-000032,public/vfx/spark_04.png,Vfx,IMAGE_TEXTURE,,,PENDING,,,,,,,FOUND_NEARBY,,
TEM-000033,public/vfx/circle_05.png,Vfx,IMAGE_TEXTURE,,,PENDING,,,,,,,FOUND_NEARBY,,
TEM-000034,public/vfx/fire_01.png,Vfx,IMAGE_TEXTURE,,,PENDING,,,,,,,FOUND_NEARBY,,
TEM-000035,public/vfx/magic_01.png,Vfx,IMAGE_TEXTURE,,,PENDING,,,,,,,FOUND_NEARBY,,
TEM-000036,public/vfx/light_02.png,Vfx,IMAGE_TEXTURE,,,PENDING,,,,,,,FOUND_NEARBY,,
TEM-000037,public/vfx/twirl_01.png,Vfx,IMAGE_TEXTURE,,,PENDING,,,,,,,FOUND_NEARBY,,
TEM-000038,public/vfx/spark_06.png,Vfx,IMAGE_TEXTURE,,,PENDING,,,,,,,FOUND_NEARBY,,
TEM-000039,public/vfx/magic_04.png,Vfx,IMAGE_TEXTURE,,,PENDING,,,,,,,FOUND_NEARBY,,
TEM-000040,public/vfx/star_07.png,Vfx,IMAGE_TEXTURE,,,PENDING,,,,,,,FOUND_NEARBY,,
TEM-000041,public/guide-stills/mob_veiled_stag.webp,Guide-Stills,IMAGE_TEXTURE,,,PENDING,,,,,,,FOUND_NEARBY,,
TEM-000042,public/guide-stills/form_cat__d08b45__s35.webp,Guide-Stills,IMAGE_TEXTURE,,,PENDING,,,,,,,FOUND_NEARBY,,
TEM-000043,public/guide-stills/mob_spider_egg_sac.webp,Guide-Stills,IMAGE_TEXTURE,,,PENDING,,,,,,,FOUND_NEARBY,,
TEM-000044,public/guide-stills/greyjaw.webp,Guide-Stills,IMAGE_TEXTURE,,,PENDING,,,,,,,FOUND_NEARBY,,
TEM-000045,public/guide-stills/mob_elemental__9fd0f0.webp,Guide-Stills,IMAGE_TEXTURE,,,PENDING,,,,,,,FOUND_NEARBY,,
TEM-000046,public/guide-stills/player_mage.webp,Guide-Stills,IMAGE_TEXTURE,,,PENDING,,,,,,,FOUND_NEARBY,,
TEM-000047,public/guide-stills/mob_kobold__5a4a78__s20.webp,Guide-Stills,IMAGE_TEXTURE,,,PENDING,,,,,,,FOUND_NEARBY,,
TEM-000048,public/guide-stills/player_priest__f0e9d6__s15.webp,Guide-Stills,IMAGE_TEXTURE,,,PENDING,,,,,,,FOUND_NEARBY,,
TEM-000049,public/guide-stills/mob_duskwisp.webp,Guide-Stills,IMAGE_TEXTURE,,,PENDING,,,,,,,FOUND_NEARBY,,
TEM-000050,public/guide-stills/mob_troll__229954__s12.webp,Guide-Stills,IMAGE_TEXTURE,,,PENDING,,,,,,,FOUND_NEARBY,,
TEM-000051,public/guide-stills/mob_troll__b07040__s12.webp,Guide-Stills,IMAGE_TEXTURE,,,PENDING,,,,,,,FOUND_NEARBY,,
TEM-000052,public/guide-stills/mob_stag__3f7e3c__s35.webp,Guide-Stills,IMAGE_TEXTURE,,,PENDING,,,,,,,FOUND_NEARBY,,
TEM-000053,public/guide-stills/mob_murloc__8fb6c4__s45.webp,Guide-Stills,IMAGE_TEXTURE,,,PENDING,,,,,,,FOUND_NEARBY,,
TEM-000054,public/guide-stills/form_travel.webp,Guide-Stills,IMAGE_TEXTURE,,,PENDING,,,,,,,FOUND_NEARBY,,
TEM-000055,public/guide-stills/mob_wolf__4d5656__s35.webp,Guide-Stills,IMAGE_TEXTURE,,,PENDING,,,,,,,FOUND_NEARBY,,
TEM-000056,public/guide-stills/mob_bandit__6b3a32__s30.webp,Guide-Stills,IMAGE_TEXTURE,,,PENDING,,,,,,,FOUND_NEARBY,,
TEM-000057,public/guide-stills/player_shaman__6f8fc9__s15.webp,Guide-Stills,IMAGE_TEXTURE,,,PENDING,,,,,,,FOUND_NEARBY,,
TEM-000058,public/guide-stills/mob_demon__3a3a6e__s50.webp,Guide-Stills,IMAGE_TEXTURE,,,PENDING,,,,,,,FOUND_NEARBY,,
TEM-000059,public/guide-stills/mob_dragon_egg__69a06a__s8.webp,Guide-Stills,IMAGE_TEXTURE,,,PENDING,,,,,,,FOUND_NEARBY,,
TEM-000060,public/guide-stills/mob_fox__d87838__s35.webp,Guide-Stills,IMAGE_TEXTURE,,,PENDING,,,,,,,FOUND_NEARBY,,
TEM-000061,public/guide-stills/skel_minion__e8dcc8__s25.webp,Guide-Stills,IMAGE_TEXTURE,,,PENDING,,,,,,,FOUND_NEARBY,,
TEM-000062,public/guide-stills/player_hunter.webp,Guide-Stills,IMAGE_TEXTURE,,,PENDING,,,,,,,FOUND_NEARBY,,
TEM-000063,public/guide-stills/mob_ghost__9ab4a0__s55.webp,Guide-Stills,IMAGE_TEXTURE,,,PENDING,,,,,,,FOUND_NEARBY,,
TEM-000064,public/guide-stills/mob_wolf__9db4c8__s35.webp,Guide-Stills,IMAGE_TEXTURE,,,PENDING,,,,,,,FOUND_NEARBY,,
TEM-000065,public/guide-stills/mob_crab__e86848__s35.webp,Guide-Stills,IMAGE_TEXTURE,,,PENDING,,,,,,,FOUND_NEARBY,,
TEM-000066,public/guide-stills/mob_wolf__7f8c8d__s35.webp,Guide-Stills,IMAGE_TEXTURE,,,PENDING,,,,,,,FOUND_NEARBY,,
TEM-000067,public/guide-stills/mob_glub__5e4a72__s45.webp,Guide-Stills,IMAGE_TEXTURE,,,PENDING,,,,,,,FOUND_NEARBY,,
TEM-000068,public/guide-stills/mob_alpaca__e6e9f4__s30.webp,Guide-Stills,IMAGE_TEXTURE,,,PENDING,,,,,,,FOUND_NEARBY,,
TEM-000069,public/guide-stills/mob_demon__c6469b__s50.webp,Guide-Stills,IMAGE_TEXTURE,,,PENDING,,,,,,,FOUND_NEARBY,,
TEM-000070,public/guide-stills/skel_minion__d5dbdb__s25.webp,Guide-Stills,IMAGE_TEXTURE,,,PENDING,,,,,,,FOUND_NEARBY,,
TEM-000071,public/guide-stills/mob_dark_caster__884ea0__s50.webp,Guide-Stills,IMAGE_TEXTURE,,,PENDING,,,,,,,FOUND_NEARBY,,
TEM-000072,public/guide-stills/skel_minion__7fb3d5__s25.webp,Guide-Stills,IMAGE_TEXTURE,,,PENDING,,,,,,,FOUND_NEARBY,,
TEM-000073,public/guide-stills/mob_dark_caster__533566__s50.webp,Guide-Stills,IMAGE_TEXTURE,,,PENDING,,,,,,,FOUND_NEARBY,,
TEM-000074,public/guide-stills/mob_demonalt__7a3fb0__s35.webp,Guide-Stills,IMAGE_TEXTURE,,,PENDING,,,,,,,FOUND_NEARBY,,
TEM-000075,public/guide-stills/mob_spider__4a235a__s35.webp,Guide-Stills,IMAGE_TEXTURE,,,PENDING,,,,,,,FOUND_NEARBY,,
TEM-000076,public/guide-stills/player_druid.webp,Guide-Stills,IMAGE_TEXTURE,,,PENDING,,,,,,,FOUND_NEARBY,,
TEM-000077,public/guide-stills/mob_murloc__45b39d__s45.webp,Guide-Stills,IMAGE_TEXTURE,,,PENDING,,,,,,,FOUND_NEARBY,,
TEM-000078,public/guide-stills/mob_dark_caster__6c3483__s50.webp,Guide-Stills,IMAGE_TEXTURE,,,PENDING,,,,,,,FOUND_NEARBY,,
TEM-000079,public/guide-stills/mob_raptor__4c4a72__s35.webp,Guide-Stills,IMAGE_TEXTURE,,,PENDING,,,,,,,FOUND_NEARBY,,
TEM-000080,public/guide-stills/mob_ghost__bfe4ff__s55.webp,Guide-Stills,IMAGE_TEXTURE,,,PENDING,,,,,,,FOUND_NEARBY,,
TEM-000081,public/guide-stills/form_bear.webp,Guide-Stills,IMAGE_TEXTURE,,,PENDING,,,,,,,FOUND_NEARBY,,
TEM-000082,public/guide-stills/mob_murloc__a8b048__s45.webp,Guide-Stills,IMAGE_TEXTURE,,,PENDING,,,,,,,FOUND_NEARBY,,
TEM-000083,public/guide-stills/mob_kobold__e8c878__s20.webp,Guide-Stills,IMAGE_TEXTURE,,,PENDING,,,,,,,FOUND_NEARBY,,
TEM-000084,public/guide-stills/mob_spider__4e8a3c__s35.webp,Guide-Stills,IMAGE_TEXTURE,,,PENDING,,,,,,,FOUND_NEARBY,,
TEM-000085,public/guide-stills/player_paladin.webp,Guide-Stills,IMAGE_TEXTURE,,,PENDING,,,,,,,FOUND_NEARBY,,
TEM-000086,public/guide-stills/mob_nightkin__8fa8e0__s30.webp,Guide-Stills,IMAGE_TEXTURE,,,PENDING,,,,,,,FOUND_NEARBY,,
TEM-000087,public/guide-stills/mob_alpaca__d8d0c0__s30.webp,Guide-Stills,IMAGE_TEXTURE,,,PENDING,,,,,,,FOUND_NEARBY,,
TEM-000088,public/guide-stills/mob_dragonkin__bcd2e6__s20.webp,Guide-Stills,IMAGE_TEXTURE,,,PENDING,,,,,,,FOUND_NEARBY,,
TEM-000089,public/guide-stills/mob_wolf__8c8270__s35.webp,Guide-Stills,IMAGE_TEXTURE,,,PENDING,,,,,,,FOUND_NEARBY,,
TEM-000090,public/guide-stills/mob_demon__ff7a2a__s50.webp,Guide-Stills,IMAGE_TEXTURE,,,PENDING,,,,,,,FOUND_NEARBY,,
TEM-000091,public/guide-stills/mob_murloc__7aa848__s45.webp,Guide-Stills,IMAGE_TEXTURE,,,PENDING,,,,,,,FOUND_NEARBY,,
TEM-000092,public/guide-stills/mob_treant__4e4a3a__s72.webp,Guide-Stills,IMAGE_TEXTURE,,,PENDING,,,,,,,FOUND_NEARBY,,
TEM-000093,public/guide-stills/mob_spider__283747__s35.webp,Guide-Stills,IMAGE_TEXTURE,,,PENDING,,,,,,,FOUND_NEARBY,,
TEM-000094,public/guide-stills/mob_demonalt__d24a2a__s35.webp,Guide-Stills,IMAGE_TEXTURE,,,PENDING,,,,,,,FOUND_NEARBY,,
TEM-000095,public/guide-stills/mob_kobold__c8e0b8__s20.webp,Guide-Stills,IMAGE_TEXTURE,,,PENDING,,,,,,,FOUND_NEARBY,,
TEM-000096,public/guide-stills/mob_ghost__d0f2c8__s55.webp,Guide-Stills,IMAGE_TEXTURE,,,PENDING,,,,,,,FOUND_NEARBY,,
TEM-000097,public/guide-stills/skel_minion__86988e__s25.webp,Guide-Stills,IMAGE_TEXTURE,,,PENDING,,,,,,,FOUND_NEARBY,,
TEM-000098,public/guide-stills/mob_kobold__9c7a3c__s20.webp,Guide-Stills,IMAGE_TEXTURE,,,PENDING,,,,,,,FOUND_NEARBY,,
TEM-000099,public/guide-stills/mob_murloc__52be80__s45.webp,Guide-Stills,IMAGE_TEXTURE,,,PENDING,,,,,,,FOUND_NEARBY,,
TEM-000100,public/guide-stills/mob_stag__d8a848__s35.webp,Guide-Stills,IMAGE_TEXTURE,,,PENDING,,,,,,,FOUND_NEARBY,,
TEM-000101,public/guide-stills/mob_grubjaw__145a32__s4.webp,Guide-Stills,IMAGE_TEXTURE,,,PENDING,,,,,,,FOUND_NEARBY,,
TEM-000102,public/guide-stills/skel_minion__6c8f8a__s25.webp,Guide-Stills,IMAGE_TEXTURE,,,PENDING,,,,,,,FOUND_NEARBY,,
TEM-000103,public/guide-stills/mob_elemental__5dade2.webp,Guide-Stills,IMAGE_TEXTURE,,,PENDING,,,,,,,FOUND_NEARBY,,
TEM-000104,public/guide-stills/mob_veiled_doe.webp,Guide-Stills,IMAGE_TEXTURE,,,PENDING,,,,,,,FOUND_NEARBY,,
TEM-000105,public/guide-stills/player_warrior.webp,Guide-Stills,IMAGE_TEXTURE,,,PENDING,,,,,,,FOUND_NEARBY,,
TEM-000106,public/guide-stills/mob_wolf__eef4f8__s35.webp,Guide-Stills,IMAGE_TEXTURE,,,PENDING,,,,,,,FOUND_NEARBY,,
TEM-000107,public/guide-stills/mob_kobold__cfe0ea__s20.webp,Guide-Stills,IMAGE_TEXTURE,,,PENDING,,,,,,,FOUND_NEARBY,,
TEM-000108,public/guide-stills/npc_knight.webp,Guide-Stills,IMAGE_TEXTURE,,,PENDING,,,,,,,FOUND_NEARBY,,
TEM-000109,public/guide-stills/mob_ogre__9e7b53__s20.webp,Guide-Stills,IMAGE_TEXTURE,,,PENDING,,,,,,,FOUND_NEARBY,,
TEM-000110,public/guide-stills/mob_demonalt__7a3a8e__s35.webp,Guide-Stills,IMAGE_TEXTURE,,,PENDING,,,,,,,FOUND_NEARBY,,
TEM-000111,public/guide-stills/mob_boar__935116.webp,Guide-Stills,IMAGE_TEXTURE,,,PENDING,,,,,,,FOUND_NEARBY,,
TEM-000112,public/guide-stills/skel_minion__9fb0c4__s25.webp,Guide-Stills,IMAGE_TEXTURE,,,PENDING,,,,,,,FOUND_NEARBY,,
TEM-000113,public/guide-stills/mob_wolf__4a8a4e__s35.webp,Guide-Stills,IMAGE_TEXTURE,,,PENDING,,,,,,,FOUND_NEARBY,,
TEM-000114,public/guide-stills/mob_demonalt__6e5a2a__s35.webp,Guide-Stills,IMAGE_TEXTURE,,,PENDING,,,,,,,FOUND_NEARBY,,
TEM-000115,public/guide-stills/mob_elemental__aed6f1.webp,Guide-Stills,IMAGE_TEXTURE,,,PENDING,,,,,,,FOUND_NEARBY,,
TEM-000116,public/guide-stills/mob_boar__6a4e38.webp,Guide-Stills,IMAGE_TEXTURE,,,PENDING,,,,,,,FOUND_NEARBY,,
TEM-000117,public/guide-stills/skel_warrior__cacfd2__s25.webp,Guide-Stills,IMAGE_TEXTURE,,,PENDING,,,,,,,FOUND_NEARBY,,
TEM-000118,public/guide-stills/mob_glimmerwisp.webp,Guide-Stills,IMAGE_TEXTURE,,,PENDING,,,,,,,FOUND_NEARBY,,
TEM-000119,public/guide-stills/player_rogue.webp,Guide-Stills,IMAGE_TEXTURE,,,PENDING,,,,,,,FOUND_NEARBY,,
TEM-000120,public/guide-stills/player_warlock__8d5fd3__s15.webp,Guide-Stills,IMAGE_TEXTURE,,,PENDING,,,,,,,FOUND_NEARBY,,
TEM-000121,public/guide-stills/skel_minion__d8c8a8__s25.webp,Guide-Stills,IMAGE_TEXTURE,,,PENDING,,,,,,,FOUND_NEARBY,,
TEM-000122,public/guide-stills/mob_dragonkin_broodguard__3e6b4f__s10.webp,Guide-Stills,IMAGE_TEXTURE,,,PENDING,,,,,,,FOUND_NEARBY,,
TEM-000123,public/guide-stills/mob_murloc__6b8e23__s45.webp,Guide-Stills,IMAGE_TEXTURE,,,PENDING,,,,,,,FOUND_NEARBY,,
TEM-000124,public/guide-stills/mob_kobold__5a8a46__s20.webp,Guide-Stills,IMAGE_TEXTURE,,,PENDING,,,,,,,FOUND_NEARBY,,
TEM-000125,public/guide-stills/mob_glub__d8b98a__s45.webp,Guide-Stills,IMAGE_TEXTURE,,,PENDING,,,,,,,FOUND_NEARBY,,
TEM-000126,public/guide-stills/mob_kobold__9c640c__s20.webp,Guide-Stills,IMAGE_TEXTURE,,,PENDING,,,,,,,FOUND_NEARBY,,
TEM-000127,public/guide-stills/mob_spider__3a3440__s35.webp,Guide-Stills,IMAGE_TEXTURE,,,PENDING,,,,,,,FOUND_NEARBY,,
TEM-000128,public/guide-stills/mob_mushroom_pixie__d8c4f0__s20.webp,Guide-Stills,IMAGE_TEXTURE,,,PENDING,,,,,,,FOUND_NEARBY,,
TEM-000129,public/guide-stills/mob_wolf__2f2a44__s35.webp,Guide-Stills,IMAGE_TEXTURE,,,PENDING,,,,,,,FOUND_NEARBY,,
TEM-000130,public/guide-stills/mob_demonalt__4a7d4a__s35.webp,Guide-Stills,IMAGE_TEXTURE,,,PENDING,,,,,,,FOUND_NEARBY,,
TEM-000131,public/fonts/alegreya-400-italic-latin.woff2,Fonts,FONT,,,PENDING,,,,,,,FOUND_NEARBY,,
TEM-000132,public/fonts/alegreya-sans-400-latin-ext.woff2,Fonts,FONT,,,PENDING,,,,,,,FOUND_NEARBY,,
TEM-000133,public/fonts/alegreya-sans-700-latin-ext.woff2,Fonts,FONT,,,PENDING,,,,,,,FOUND_NEARBY,,
TEM-000134,public/fonts/alegreya-400-latin.woff2,Fonts,FONT,,,PENDING,,,,,,,FOUND_NEARBY,,
TEM-000135,public/fonts/alegreya-sans-400-vietnamese.woff2,Fonts,FONT,,,PENDING,,,,,,,FOUND_NEARBY,,
TEM-000136,public/fonts/cinzel-400-700-latin.woff2,Fonts,FONT,,,PENDING,,,,,,,FOUND_NEARBY,,
TEM-000137,public/fonts/alegreya-sans-400-cyrillic.woff2,Fonts,FONT,,,PENDING,,,,,,,FOUND_NEARBY,,
TEM-000138,public/fonts/alegreya-sans-500-latin.woff2,Fonts,FONT,,,PENDING,,,,,,,FOUND_NEARBY,,
TEM-000139,public/fonts/alegreya-400-cyrillic.woff2,Fonts,FONT,,,PENDING,,,,,,,FOUND_NEARBY,,
TEM-000140,public/fonts/alegreya-sans-400-latin.woff2,Fonts,FONT,,,PENDING,,,,,,,FOUND_NEARBY,,
TEM-000141,public/fonts/alegreya-400-italic-cyrillic.woff2,Fonts,FONT,,,PENDING,,,,,,,FOUND_NEARBY,,
TEM-000142,public/fonts/alegreya-sans-700-vietnamese.woff2,Fonts,FONT,,,PENDING,,,,,,,FOUND_NEARBY,,
TEM-000143,public/fonts/alegreya-400-italic-latin-ext.woff2,Fonts,FONT,,,PENDING,,,,,,,FOUND_NEARBY,,
TEM-000144,public/fonts/alegreya-400-italic-vietnamese.woff2,Fonts,FONT,,,PENDING,,,,,,,FOUND_NEARBY,,
TEM-000145,public/fonts/alegreya-sans-700-cyrillic.woff2,Fonts,FONT,,,PENDING,,,,,,,FOUND_NEARBY,,
TEM-000146,public/fonts/alegreya-sans-500-latin-ext.woff2,Fonts,FONT,,,PENDING,,,,,,,FOUND_NEARBY,,
TEM-000147,public/fonts/alegreya-400-latin-ext.woff2,Fonts,FONT,,,PENDING,,,,,,,FOUND_NEARBY,,
TEM-000148,public/fonts/alegreya-400-vietnamese.woff2,Fonts,FONT,,,PENDING,,,,,,,FOUND_NEARBY,,
TEM-000149,public/fonts/alegreya-sans-500-vietnamese.woff2,Fonts,FONT,,,PENDING,,,,,,,FOUND_NEARBY,,
TEM-000150,public/fonts/alegreya-sans-500-cyrillic.woff2,Fonts,FONT,,,PENDING,,,,,,,FOUND_NEARBY,,
TEM-000151,public/fonts/alegreya-sans-700-latin.woff2,Fonts,FONT,,,PENDING,,,,,,,FOUND_NEARBY,,
TEM-000152,public/fonts/cinzel-400-700-latin-ext.woff2,Fonts,FONT,,,PENDING,,,,,,,FOUND_NEARBY,,
TEM-000153,public/map_art/frostveil.png,Map Art,IMAGE_TEXTURE,,,PENDING,,,,,,,FOUND_NEARBY,,
TEM-000154,public/map_art/eastbrook_vale.png,Map Art,IMAGE_TEXTURE,,,PENDING,,,,,,,FOUND_NEARBY,,
TEM-000155,public/map_art/mirefen_marsh.png,Map Art,IMAGE_TEXTURE,,,PENDING,,,,,,,FOUND_NEARBY,,
TEM-000156,public/map_art/amberfall.png,Map Art,IMAGE_TEXTURE,,,PENDING,,,,,,,FOUND_NEARBY,,
TEM-000157,public/map_art/drakelands.png,Map Art,IMAGE_TEXTURE,,,PENDING,,,,,,,FOUND_NEARBY,,
TEM-000158,public/map_art/veiled_hollow.png,Map Art,IMAGE_TEXTURE,,,PENDING,,,,,,,FOUND_NEARBY,,
TEM-000159,public/map_art/world_overview.webp,Map Art,IMAGE_TEXTURE,,,PENDING,,,,,,,FOUND_NEARBY,,
TEM-000160,public/map_art/thornpeak_heights.png,Map Art,IMAGE_TEXTURE,,,PENDING,,,,,,,FOUND_NEARBY,,
TEM-000161,public/map_bg/wraithwood.webp,Map Bg,IMAGE_TEXTURE,,,PENDING,,,,,,,FOUND_NEARBY,,
TEM-000162,public/map_bg/evergarden.webp,Map Bg,IMAGE_TEXTURE,,,PENDING,,,,,,,FOUND_NEARBY,,
TEM-000163,public/map_bg/veiled_hollow.webp,Map Bg,IMAGE_TEXTURE,,,PENDING,,,,,,,FOUND_NEARBY,,
TEM-000164,public/map_bg/willowfen.webp,Map Bg,IMAGE_TEXTURE,,,PENDING,,,,,,,FOUND_NEARBY,,
TEM-000165,public/map_bg/world_strip.webp,Map Bg,IMAGE_TEXTURE,,,PENDING,,,,,,,FOUND_NEARBY,,
TEM-000166,public/map_bg/drakelands.webp,Map Bg,IMAGE_TEXTURE,,,PENDING,,,,,,,FOUND_NEARBY,,
TEM-000167,public/map_bg/amberfall.webp,Map Bg,IMAGE_TEXTURE,,,PENDING,,,,,,,FOUND_NEARBY,,
TEM-000168,public/map_bg/mirefen_marsh.webp,Map Bg,IMAGE_TEXTURE,,,PENDING,,,,,,,FOUND_NEARBY,,
TEM-000169,public/map_bg/farshore_isle.webp,Map Bg,IMAGE_TEXTURE,,,PENDING,,,,,,,FOUND_NEARBY,,
TEM-000170,public/map_bg/nightbloom.webp,Map Bg,IMAGE_TEXTURE,,,PENDING,,,,,,,FOUND_NEARBY,,
TEM-000171,public/map_bg/eastbrook_vale.webp,Map Bg,IMAGE_TEXTURE,,,PENDING,,,,,,,FOUND_NEARBY,,
TEM-000172,public/map_bg/galecrest.webp,Map Bg,IMAGE_TEXTURE,,,PENDING,,,,,,,FOUND_NEARBY,,
TEM-000173,public/map_bg/palmreach.webp,Map Bg,IMAGE_TEXTURE,,,PENDING,,,,,,,FOUND_NEARBY,,
TEM-000174,public/map_bg/thornpeak_heights.webp,Map Bg,IMAGE_TEXTURE,,,PENDING,,,,,,,FOUND_NEARBY,,
TEM-000175,public/map_bg/frostveil.webp,Map Bg,IMAGE_TEXTURE,,,PENDING,,,,,,,FOUND_NEARBY,,
TEM-000176,public/env/nightbloom_dream_2k.hdr,Env,IMAGE_TEXTURE,,,PENDING,,,,,,,FOUND_NEARBY,,
TEM-000177,public/env/wraithwood_gloom_1k.hdr,Env,IMAGE_TEXTURE,,,PENDING,,,,,,,FOUND_NEARBY,,
TEM-000178,public/env/marsh_backdrop_4k.webp,Env,IMAGE_TEXTURE,,,PENDING,,,,,,,FOUND_NEARBY,,
TEM-000179,public/env/amber_sunset_2k.hdr,Env,IMAGE_TEXTURE,,,PENDING,,,,,,,FOUND_NEARBY,,
TEM-000180,public/env/marsh_backdrop.webp,Env,IMAGE_TEXTURE,,,PENDING,,,,,,,FOUND_NEARBY,,
TEM-000181,public/env/amber_sunset_1k.hdr,Env,IMAGE_TEXTURE,,,PENDING,,,,,,,FOUND_NEARBY,,
TEM-000182,public/env/vale_day_1k.hdr,Env,IMAGE_TEXTURE,,,PENDING,,,,,,,FOUND_NEARBY,,
TEM-000183,public/env/galecrest_day_1k.hdr,Env,IMAGE_TEXTURE,,,PENDING,,,,,,,FOUND_NEARBY,,
TEM-000184,public/env/fen_day_2k.hdr,Env,IMAGE_TEXTURE,,,PENDING,,,,,,,FOUND_NEARBY,,
TEM-000185,public/env/peaks_dawn_2k.hdr,Env,IMAGE_TEXTURE,,,PENDING,,,,,,,FOUND_NEARBY,,
TEM-000186,public/env/evergarden_day_1k.hdr,Env,IMAGE_TEXTURE,,,PENDING,,,,,,,FOUND_NEARBY,,
TEM-000187,public/env/peaks_backdrop.webp,Env,IMAGE_TEXTURE,,,PENDING,,,,,,,FOUND_NEARBY,,
TEM-000188,public/env/frost_twilight_1k.hdr,Env,IMAGE_TEXTURE,,,PENDING,,,,,,,FOUND_NEARBY,,
TEM-000189,public/env/fen_day_1k.hdr,Env,IMAGE_TEXTURE,,,PENDING,,,,,,,FOUND_NEARBY,,
