duplicate_group,sha256,copy_count,asset_id,origin,relative_path,size_bytes
DUP-00012,195f614a39a40b3e03961887e2d817f19bf4ec47f7091a42977c9923b55d8ccf,2,NOV-005786,NOVO,01_Assets_Organizados/VFX/flame_03.png,34261
DUP-00013,64c4d7d7f529e9ce78929ebf5b312b664ac177cfb63b943f5f2fa2b9bffe9452,2,TEM-000031,TEMPLATE,public/vfx/dirt_02.png,53980
DUP-00013,64c4d7d7f529e9ce78929ebf5b312b664ac177cfb63b943f5f2fa2b9bffe9452,2,NOV-005787,NOVO,01_Assets_Organizados/VFX/dirt_02.png,53980
DUP-00014,542198dcb07aab51469cdb6211c87583ebc2516e6b03238fafbf92c6c8966707,2,TEM-000032,TEMPLATE,public/vfx/spark_04.png,77451
DUP-00014,542198dcb07aab51469cdb6211c87583ebc2516e6b03238fafbf92c6c8966707,2,NOV-005788,NOVO,01_Assets_Organizados/VFX/spark_04.png,77451
DUP-00015,05e87b80ad4e65ddc0904f91f8520bb22059ca05c053ec7f5c780118e1294012,2,TEM-000033,TEMPLATE,public/vfx/circle_05.png,27583
DUP-00015,05e87b80ad4e65ddc0904f91f8520bb22059ca05c053ec7f5c780118e1294012,2,NOV-005789,NOVO,01_Assets_Organizados/VFX/circle_05.png,27583
DUP-00016,35fc73c16895d11e6782aba8d4a9b374cd09fad914429cef12d1f6612a38851b,2,TEM-000034,TEMPLATE,public/vfx/fire_01.png,96339
DUP-00016,35fc73c16895d11e6782aba8d4a9b374cd09fad914429cef12d1f6612a38851b,2,NOV-005790,NOVO,01_Assets_Organizados/VFX/fire_01.png,96339
DUP-00017,ba25d57c52ba4bfe83953acac9ef697135ecdf75aa27b75811380f9771070c36,2,TEM-000035,TEMPLATE,public/vfx/magic_01.png,60113
DUP-00017,ba25d57c52ba4bfe83953acac9ef697135ecdf75aa27b75811380f9771070c36,2,NOV-005792,NOVO,01_Assets_Organizados/VFX/magic_01.png,60113
DUP-00018,9ec3befd7a9fa4ef78d503fbb90a633a52a504eee1d57c5859a93226e09e9ddc,2,TEM-000036,TEMPLATE,public/vfx/light_02.png,60327
DUP-00018,9ec3befd7a9fa4ef78d503fbb90a633a52a504eee1d57c5859a93226e09e9ddc,2,NOV-005793,NOVO,01_Assets_Organizados/VFX/light_02.png,60327
DUP-00019,18137131f93a9f97dbe9ba6f405a6c89236759875635c97be8c4859617a6a5f7,2,TEM-000037,TEMPLATE,public/vfx/twirl_01.png,31267
DUP-00019,18137131f93a9f97dbe9ba6f405a6c89236759875635c97be8c4859617a6a5f7,2,NOV-005794,NOVO,01_Assets_Organizados/VFX/twirl_01.png,31267
DUP-00020,b615e988e12bbff49ad061c59d8d08f976fab9f72ceac0224b67b4558e336857,2,TEM-000038,TEMPLATE,public/vfx/spark_06.png,42423
DUP-00020,b615e988e12bbff49ad061c59d8d08f976fab9f72ceac0224b67b4558e336857,2,NOV-005795,NOVO,01_Assets_Organizados/VFX/spark_06.png,42423
DUP-00021,db52cb9014be1bb580eaca82ae17e7e01fa28ee29c7325d68274d98152f02baa,2,TEM-000039,TEMPLATE,public/vfx/magic_04.png,31286
DUP-00021,db52cb9014be1bb580eaca82ae17e7e01fa28ee29c7325d68274d98152f02baa,2,NOV-005796,NOVO,01_Assets_Organizados/VFX/magic_04.png,31286
DUP-00022,ae3e59099231a3daf031a56b5e0c841aad60ec2fb7549df79412da4c75bb3bcf,2,TEM-000040,TEMPLATE,public/vfx/star_07.png,25846
DUP-00022,ae3e59099231a3daf031a56b5e0c841aad60ec2fb7549df79412da4c75bb3bcf,2,NOV-005797,NOVO,01_Assets_Organizados/VFX/star_07.png,25846
DUP-00023,8a12582d315cf8e8e60727d4d5896575612b8d8c256f2c00a59197b0102b5bed,2,TEM-000176,TEMPLATE,public/env/nightbloom_dream_2k.hdr,8388659
DUP-00023,8a12582d315cf8e8e60727d4d5896575612b8d8c256f2c00a59197b0102b5bed,2,NOV-007876,NOVO,01_Assets_Organizados/Textures/env/nightbloom_dream_2k.hdr,8388659
DUP-00024,6f301c0144a705d9c55f4d64f02b0f3c0ed235ff5cb5dddf1d2229bfc1d7eccd,2,TEM-000177,TEMPLATE,public/env/wraithwood_gloom_1k.hdr,2097202
DUP-00024,6f301c0144a705d9c55f4d64f02b0f3c0ed235ff5cb5dddf1d2229bfc1d7eccd,2,NOV-007877,NOVO,01_Assets_Organizados/Textures/env/wraithwood_gloom_1k.hdr,2097202
DUP-00025,bc457362165aa3a9a9497ac790bb400d6eb038dc199f975fa224b629099832ca,2,TEM-000179,TEMPLATE,public/env/amber_sunset_2k.hdr,8388659
DUP-00025,bc457362165aa3a9a9497ac790bb400d6eb038dc199f975fa224b629099832ca,2,NOV-007878,NOVO,01_Assets_Organizados/Textures/env/amber_sunset_2k.hdr,8388659
DUP-00026,1b495e2b31b88ddffbd86a933f0dcd9f755c14089f4e6b510adc035d9f4a6fe2,2,TEM-000181,TEMPLATE,public/env/amber_sunset_1k.hdr,2097202
DUP-00026,1b495e2b31b88ddffbd86a933f0dcd9f755c14089f4e6b510adc035d9f4a6fe2,2,NOV-007879,NOVO,01_Assets_Organizados/Textures/env/amber_sunset_1k.hdr,2097202
DUP-00027,0e03309f35d1fe357cd588591dc22cc3cc61ea5a7637fe540cf8b9df965315c1,2,TEM-000182,TEMPLATE,public/env/vale_day_1k.hdr,2097202
DUP-00027,0e03309f35d1fe357cd588591dc22cc3cc61ea5a7637fe540cf8b9df965315c1,2,NOV-007880,NOVO,01_Assets_Organizados/Textures/env/vale_day_1k.hdr,2097202
DUP-00028,4f0e8a6edf0c88ead74092ad2c5f678b6ae8899d71cff4131f235a1b9323e8c6,2,TEM-000183,TEMPLATE,public/env/galecrest_day_1k.hdr,2097202
DUP-00028,4f0e8a6edf0c88ead74092ad2c5f678b6ae8899d71cff4131f235a1b9323e8c6,2,NOV-007881,NOVO,01_Assets_Organizados/Textures/env/galecrest_day_1k.hdr,2097202
DUP-00029,0884437b856558bd5caf93cc68fa445a4a4a682ddf83163f96f5a06b60638e6e,2,TEM-000184,TEMPLATE,public/env/fen_day_2k.hdr,8388659
DUP-00029,0884437b856558bd5caf93cc68fa445a4a4a682ddf83163f96f5a06b60638e6e,2,NOV-007882,NOVO,01_Assets_Organizados/Textures/env/fen_day_2k.hdr,8388659
DUP-00030,497a018ea5f9660691ab3da4116ce83adb4c51300355ecd7385d6671d72b3e0c,2,TEM-000185,TEMPLATE,public/env/peaks_dawn_2k.hdr,8388659
DUP-00030,497a018ea5f9660691ab3da4116ce83adb4c51300355ecd7385d6671d72b3e0c,2,NOV-007883,NOVO,01_Assets_Organizados/Textures/env/peaks_dawn_2k.hdr,8388659
DUP-00031,d03c07cb0fe772e5ecdf4270a459c6aeb7b7f4c40930f85ad82b14ea37b3351a,2,TEM-000186,TEMPLATE,public/env/evergarden_day_1k.hdr,2097202
DUP-00031,d03c07cb0fe772e5ecdf4270a459c6aeb7b7f4c40930f85ad82b14ea37b3351a,2,NOV-007884,NOVO,01_Assets_Organizados/Textures/env/evergarden_day_1k.hdr,2097202
DUP-00032,747e752cb29502edcce1bdde3e1146e65bf967b7e794e1c7dcd2afe721b488c2,2,TEM-000188,TEMPLATE,public/env/frost_twilight_1k.hdr,2097202
DUP-00032,747e752cb29502edcce1bdde3e1146e65bf967b7e794e1c7dcd2afe721b488c2,2,NOV-007885,NOVO,01_Assets_Organizados/Textures/env/frost_twilight_1k.hdr,2097202
DUP-00033,08face7e8220da20e3427e8c48120457e48f9a35d2315dede11b9dba61682867,2,TEM-000189,TEMPLATE,public/env/fen_day_1k.hdr,2097202
DUP-00033,08face7e8220da20e3427e8c48120457e48f9a35d2315dede11b9dba61682867,2,NOV-007886,NOVO,01_Assets_Organizados/Textures/env/fen_day_1k.hdr,2097202
DUP-00034,2efed90bca7fce53b2005d490877fe87dd58ff36b9a446a2c69edaad69edd8a6,2,TEM-000190,TEMPLATE,public/env/nightbloom_dream_1k.hdr,2097202
DUP-00034,2efed90bca7fce53b2005d490877fe87dd58ff36b9a446a2c69edaad69edd8a6,2,NOV-007887,NOVO,01_Assets_Organizados/Textures/env/nightbloom_dream_1k.hdr,2097202
DUP-00035,caeb9554a7c79d044051b1acb31e65aad3f6f9951f0590b74dd31e35d04e3e05,2,TEM-000192,TEMPLATE,public/env/evergarden_day_2k.hdr,8388659
DUP-00035,caeb9554a7c79d044051b1acb31e65aad3f6f9951f0590b74dd31e35d04e3e05,2,NOV-007888,NOVO,01_Assets_Organizados/Textures/env/evergarden_day_2k.hdr,8388659
DUP-00036,91f3a799b55a0b2b14756d62a46fad570b603d2373b50bfc223cb1cc3d7540ba,2,TEM-000193,TEMPLATE,public/env/galecrest_day_2k.hdr,8388659
DUP-00036,91f3a799b55a0b2b14756d62a46fad570b603d2373b50bfc223cb1cc3d7540ba,2,NOV-007889,NOVO,01_Assets_Organizados/Textures/env/galecrest_day_2k.hdr,8388659
DUP-00037,0469b6164a4919a41fa0b5bd53fcec8921c5a8392d83f969cb7e11039952ef0c,2,TEM-000194,TEMPLATE,public/env/peaks_dawn_1k.hdr,2097202
DUP-00037,0469b6164a4919a41fa0b5bd53fcec8921c5a8392d83f969cb7e11039952ef0c,2,NOV-007890,NOVO,01_Assets_Organizados/Textures/env/peaks_dawn_1k.hdr,2097202
DUP-00038,ded9e4405b959b59884d1a14e2c344079b95d4a23b39fdb8c3ffa14bb9c59ba4,2,TEM-000195,TEMPLATE,public/env/hollow_dusk_2k.hdr,8388659
DUP-00038,ded9e4405b959b59884d1a14e2c344079b95d4a23b39fdb8c3ffa14bb9c59ba4,2,NOV-007891,NOVO,01_Assets_Organizados/Textures/env/hollow_dusk_2k.hdr,8388659
DUP-00039,35b5ef6d664b9d32db5ef852f52f97b4227a0dca1830e9c8bdb3af5dc2f169cf,2,TEM-000197,TEMPLATE,public/env/night_2k.hdr,7050455
DUP-00039,35b5ef6d664b9d32db5ef852f52f97b4227a0dca1830e9c8bdb3af5dc2f169cf,2,NOV-007892,NOVO,01_Assets_Organizados/Textures/env/night_2k.hdr,7050455
DUP-00040,307e9a5f38ae34bfc6bfa25a2ed403e1cd7e9568fa56438953c22f3ef9f12ec8,2,TEM-000198,TEMPLATE,public/env/vale_cup_2k.hdr,8388659
DUP-00040,307e9a5f38ae34bfc6bfa25a2ed403e1cd7e9568fa56438953c22f3ef9f12ec8,2,NOV-007893,NOVO,01_Assets_Organizados/Textures/env/vale_cup_2k.hdr,8388659
DUP-00041,3d8343ec47c0d0cb510ec6fffadc2ccbe85c69943fe4c5d89763ad44cd3c1a33,2,TEM-000199,TEMPLATE,public/env/ember_storm_1k.hdr,2097202
DUP-00041,3d8343ec47c0d0cb510ec6fffadc2ccbe85c69943fe4c5d89763ad44cd3c1a33,2,NOV-007894,NOVO,01_Assets_Organizados/Textures/env/ember_storm_1k.hdr,2097202
DUP-00042,b229e2330816dc7966d88d433ffafdbb2ca549613d833e7f43f70befb8c03d79,2,TEM-000200,TEMPLATE,public/env/marsh_overcast_1k.hdr,2097202
DUP-00042,b229e2330816dc7966d88d433ffafdbb2ca549613d833e7f43f70befb8c03d79,2,NOV-007895,NOVO,01_Assets_Organizados/Textures/env/marsh_overcast_1k.hdr,2097202
DUP-00043,91facaf80f7aba041b7e4ca372564f9879c516795c4511f1fce62bd4b4040b6e,2,TEM-000201,TEMPLATE,public/env/palmreach_day_2k.hdr,8388659
DUP-00043,91facaf80f7aba041b7e4ca372564f9879c516795c4511f1fce62bd4b4040b6e,2,NOV-007896,NOVO,01_Assets_Organizados/Textures/env/palmreach_day_2k.hdr,8388659
DUP-00044,ab53b5bf6557e7d791e303b0b02c3c17b0d20b1c916239ec9afd32f36a2ec0cd,2,TEM-000203,TEMPLATE,public/env/palmreach_day_1k.hdr,2097202
DUP-00044,ab53b5bf6557e7d791e303b0b02c3c17b0d20b1c916239ec9afd32f36a2ec0cd,2,NOV-007897,NOVO,01_Assets_Organizados/Textures/env/palmreach_day_1k.hdr,2097202
DUP-00045,fc2c75b899497dab9003b39f9c0d7aa5b5b78f9351745c038122131080c3de1f,2,TEM-000204,TEMPLATE,public/env/farshore_day_1k.hdr,2097202
DUP-00045,fc2c75b899497dab9003b39f9c0d7aa5b5b78f9351745c038122131080c3de1f,2,NOV-007898,NOVO,01_Assets_Organizados/Textures/env/farshore_day_1k.hdr,2097202
DUP-00046,fcb9cb0c0ef7bea8e5cd2258356e138611e1378b959109abfb7816be684baff1,2,TEM-000205,TEMPLATE,public/env/hollow_dusk_1k.hdr,2097202
DUP-00046,fcb9cb0c0ef7bea8e5cd2258356e138611e1378b959109abfb7816be684baff1,2,NOV-007899,NOVO,01_Assets_Organizados/Textures/env/hollow_dusk_1k.hdr,2097202
DUP-00047,8dac02076465a6aa95665814e9dc6cb45bd3a503629225c9ad90c733a190276b,2,TEM-000206,TEMPLATE,public/env/farshore_day_2k.hdr,8388659
DUP-00047,8dac02076465a6aa95665814e9dc6cb45bd3a503629225c9ad90c733a190276b,2,NOV-007900,NOVO,01_Assets_Organizados/Textures/env/farshore_day_2k.hdr,8388659
DUP-00048,a33bca4e2580595400e51871a39a8d9ca147bdbe1eefe14a5fbcdef71024718c,2,TEM-000207,TEMPLATE,public/env/vale_cup_1k.hdr,2097202
DUP-00048,a33bca4e2580595400e51871a39a8d9ca147bdbe1eefe14a5fbcdef71024718c,2,NOV-007901,NOVO,01_Assets_Organizados/Textures/env/vale_cup_1k.hdr,2097202
DUP-00049,9700c158eb52265c55760f5dfdcc1b8114bcff14bd56168bd0ca5c8b8497085b,2,TEM-000208,TEMPLATE,public/env/vale_day_2k.hdr,8388659
DUP-00049,9700c158eb52265c55760f5dfdcc1b8114bcff14bd56168bd0ca5c8b8497085b,2,NOV-007902,NOVO,01_Assets_Organizados/Textures/env/vale_day_2k.hdr,8388659
DUP-00050,8066c3775943c1b1b0cb71ffead8ceff089ca1423e5fea5471a69062608c2458,2,TEM-000209,TEMPLATE,public/env/marsh_overcast_2k.hdr,8388659
DUP-00050,8066c3775943c1b1b0cb71ffead8ceff089ca1423e5fea5471a69062608c2458,2,NOV-007903,NOVO,01_Assets_Organizados/Textures/env/marsh_overcast_2k.hdr,8388659
DUP-00051,0b9724332a2da8ca3b19bdb7d2813e504221c534eb54a6df0b107abc25abd0e7,2,TEM-000210,TEMPLATE,public/env/ember_storm_2k.hdr,8388659
DUP-00051,0b9724332a2da8ca3b19bdb7d2813e504221c534eb54a6df0b107abc25abd0e7,2,NOV-007904,NOVO,01_Assets_Organizados/Textures/env/ember_storm_2k.hdr,8388659
DUP-00052,1265d7d635e1c3817a183a61c405cb76747b2aa8b111141bb65c4444e86b96f8,2,TEM-000211,TEMPLATE,public/env/frost_twilight_2k.hdr,8388659
DUP-00052,1265d7d635e1c3817a183a61c405cb76747b2aa8b111141bb65c4444e86b96f8,2,NOV-007905,NOVO,01_Assets_Organizados/Textures/env/frost_twilight_2k.hdr,8388659
DUP-00053,91af7f5d1b91b4fa9f754db49198db86a7957f32969b484acd03cdf943d3b383,2,TEM-000212,TEMPLATE,public/env/wraithwood_gloom_2k.hdr,8388659
DUP-00053,91af7f5d1b91b4fa9f754db49198db86a7957f32969b484acd03cdf943d3b383,2,NOV-007906,NOVO,01_Assets_Organizados/Textures/env/wraithwood_gloom_2k.hdr,8388659
DUP-00054,6861489f983cdc0c22435b781a3487171bd25f25f9cc52c46ac402d48e08249e,2,TEM-000213,TEMPLATE,public/env/night_1k.hdr,1745132
DUP-00054,6861489f983cdc0c22435b781a3487171bd25f25f9cc52c46ac402d48e08249e,2,NOV-007907,NOVO,01_Assets_Organizados/Textures/env/night_1k.hdr,1745132
DUP-00055,b01e419b817154035271ee47bf23e051fda675a6ab9ef61ebefbfabbf3379e2c,2,TEM-000265,TEMPLATE,public/audio/sfx/mount_run_thunderstrut_gobbler.mp3,11328
DUP-00055,b01e419b817154035271ee47bf23e051fda675a6ab9ef61ebefbfabbf3379e2c,2,TEM-000325,TEMPLATE,public/audio/sfx/mount_run_drakemaw_raptor.mp3,11328
DUP-00056,e35e91fe5e5b8edc0be4aa2254c88e9f4dce8ac7a428d166a4123b78605ec0ed,2,TEM-001233,TEMPLATE,public/claudium/icons/stack_single_512.webp,31700
DUP-00056,e35e91fe5e5b8edc0be4aa2254c88e9f4dce8ac7a428d166a4123b78605ec0ed,2,TEM-001271,TEMPLATE,public/claudium/icons/stack_single.webp,31700
DUP-00057,eddf70cb501895eef643f674e4f80ba6b15b75bfdbe961b35262d9bf47b024a0,2,TEM-001235,TEMPLATE,public/claudium/icons/stack_small_512.webp,33124
DUP-00057,eddf70cb501895eef643f674e4f80ba6b15b75bfdbe961b35262d9bf47b024a0,2,TEM-001255,TEMPLATE,public/claudium/icons/stack_small.webp,33124
DUP-00058,08f939eb6779fb02d88d49d93d4b02c80af6d1b97d34c6cf751ccbe0b8e0f3c3,2,TEM-001239,TEMPLATE,public/claudium/icons/stack_large_512.webp,29574
DUP-00058,08f939eb6779fb02d88d49d93d4b02c80af6d1b97d34c6cf751ccbe0b8e0f3c3,2,TEM-001253,TEMPLATE,public/claudium/icons/stack_large.webp,29574
DUP-00059,731327c4a1ffdccea496fe2f8bc4c749aa9e3f4cdddd7dbe4fa93d7c2f809ac1,2,TEM-001241,TEMPLATE,public/claudium/icons/icon_buy.webp,33440
DUP-00059,731327c4a1ffdccea496fe2f8bc4c749aa9e3f4cdddd7dbe4fa93d7c2f809ac1,2,TEM-001242,TEMPLATE,public/claudium/icons/icon_buy_512.webp,33440
DUP-00060,2f674baf5984bfbbef2f822fb5f6093dc8251332318fb19b6616cff76dae4960,2,TEM-001248,TEMPLATE,public/claudium/icons/icon_history.webp,44326
DUP-00060,2f674baf5984bfbbef2f822fb5f6093dc8251332318fb19b6616cff76dae4960,2,TEM-001266,TEMPLATE,public/claudium/icons/icon_history_512.webp,44326
DUP-00061,efb11ee42bcb15dd4baf02cf84898a912ccad8eaf6477d0c8b656a742878efad,2,TEM-001252,TEMPLATE,public/claudium/icons/icon_wallet_512.webp,38624
DUP-00061,efb11ee42bcb15dd4baf02cf84898a912ccad8eaf6477d0c8b656a742878efad,2,TEM-001262,TEMPLATE,public/claudium/icons/icon_wallet.webp,38624
DUP-00062,7d9932aec2ffc67cf8513758c73d3d9b07a074ec537d3b260bc6ed95b486b8fe,2,TEM-001257,TEMPLATE,public/claudium/icons/claudium_coin_512.webp,34976
DUP-00062,7d9932aec2ffc67cf8513758c73d3d9b07a074ec537d3b260bc6ed95b486b8fe,2,TEM-001258,TEMPLATE,public/claudium/icons/claudium_coin.webp,34976
DUP-00063,2a542ed5511747fecf1a29d039f8261b163ca9684d8baf7090313eb5b3c10a3c,2,TEM-001261,TEMPLATE,public/claudium/icons/icon_store_512.webp,29614
DUP-00063,2a542ed5511747fecf1a29d039f8261b163ca9684d8baf7090313eb5b3c10a3c,2,TEM-001267,TEMPLATE,public/claudium/icons/icon_store.webp,29614
DUP-00064,c72ebb9661a6a94859bd9ba3ec0d28cdec431270af368d799d9bb18253855de8,2,TEM-001273,TEMPLATE,public/textures/structures/RustCoarse01_AmbientOcclusion.jpg,656257
DUP-00064,c72ebb9661a6a94859bd9ba3ec0d28cdec431270af368d799d9bb18253855de8,2,NOV-007927,NOVO,01_Assets_Organizados/Textures/textures/structures/RustCoarse01_AmbientOcclusion.jpg,656257
DUP-00065,08ae69576b453b0970f5982d359897f09aae41c7cb18c19c02de37324160625c,2,TEM-001274,TEMPLATE,public/textures/structures/RustCoarse01_NormalGL.jpg,763053
DUP-00065,08ae69576b453b0970f5982d359897f09aae41c7cb18c19c02de37324160625c,2,NOV-007928,NOVO,01_Assets_Organizados/Textures/textures/structures/RustCoarse01_NormalGL.jpg,763053
DUP-00066,ba9f34d58b68e6fd5a0800ee497d3893e87d014b3afc6f4f644ec02b0f241dda,2,TEM-001275,TEMPLATE,public/textures/structures/Bark012_Displacement.jpg,598905
DUP-00066,ba9f34d58b68e6fd5a0800ee497d3893e87d014b3afc6f4f644ec02b0f241dda,2,NOV-007929,NOVO,01_Assets_Organizados/Textures/textures/structures/Bark012_Displacement.jpg,598905
DUP-00067,327f54f11672742a3082c2823ab6067b20f1943537194d9cf3aeb1f85e47e51b,2,TEM-001276,TEMPLATE,public/textures/structures/Metal013_Metalness.jpg,780052
DUP-00067,327f54f11672742a3082c2823ab6067b20f1943537194d9cf3aeb1f85e47e51b,2,NOV-007930,NOVO,01_Assets_Organizados/Textures/textures/structures/Metal013_Metalness.jpg,780052
DUP-00068,7bc92fc916b9b0876595acf5f7db582f50508b62a70cac3d659d1833178be218,2,TEM-001277,TEMPLATE,public/textures/structures/Plaster007_Roughness.jpg,738576
DUP-00068,7bc92fc916b9b0876595acf5f7db582f50508b62a70cac3d659d1833178be218,2,NOV-007932,NOVO,01_Assets_Organizados/Textures/textures/structures/Plaster007_Roughness.jpg,738576
DUP-00069,516a7c92605277d05c7fcdc8fb468572ccdba10a661da1212a10c57977d449b6,2,TEM-001278,TEMPLATE,public/textures/structures/Bark012_NormalGL.jpg,2443285
DUP-00069,516a7c92605277d05c7fcdc8fb468572ccdba10a661da1212a10c57977d449b6,2,NOV-007933,NOVO,01_Assets_Organizados/Textures/textures/structures/Bark012_NormalGL.jpg,2443285
DUP-00070,1cfe3e77008171a21488f21492dc2651f6d324001f103113ff4ffc16bade65b1,2,TEM-001279,TEMPLATE,public/textures/structures/Bricks076A_NormalGL.jpg,2136374
DUP-00070,1cfe3e77008171a21488f21492dc2651f6d324001f103113ff4ffc16bade65b1,2,NOV-007934,NOVO,01_Assets_Organizados/Textures/textures/structures/Bricks076A_NormalGL.jpg,2136374
DUP-00071,221bf708cb614b01ae83b856376fa79fff22dc249d8a397ab0f89dd3b7fe6da6,2,TEM-001280,TEMPLATE,public/textures/structures/Fabric030_Roughness.jpg,866950
DUP-00071,221bf708cb614b01ae83b856376fa79fff22dc249d8a397ab0f89dd3b7fe6da6,2,NOV-007935,NOVO,01_Assets_Organizados/Textures/textures/structures/Fabric030_Roughness.jpg,866950
DUP-00072,4f695890ad517325cc00659e6e66fa9388ee6470d525b78476c643d6c4c1e3b7,2,TEM-001281,TEMPLATE,public/textures/structures/Bark012_AmbientOcclusion.jpg,758060
DUP-00072,4f695890ad517325cc00659e6e66fa9388ee6470d525b78476c643d6c4c1e3b7,2,NOV-007937,NOVO,01_Assets_Organizados/Textures/textures/structures/Bark012_AmbientOcclusion.jpg,758060
DUP-00073,c65d7934028e0658d8ee85d8cbebb35cfc5885e00f219b398c3d4991a6a0586d,2,TEM-001282,TEMPLATE,public/textures/structures/Bricks076B_NormalGL.jpg,2137350
DUP-00073,c65d7934028e0658d8ee85d8cbebb35cfc5885e00f219b398c3d4991a6a0586d,2,NOV-007938,NOVO,01_Assets_Organizados/Textures/textures/structures/Bricks076B_NormalGL.jpg,2137350
DUP-00074,65bba089b8b7589e0dd6107fe418faaaa2ededcd610de4f9c9897bde763356a9,2,TEM-001283,TEMPLATE,public/textures/structures/Bark012_Roughness.jpg,728470
DUP-00074,65bba089b8b7589e0dd6107fe418faaaa2ededcd610de4f9c9897bde763356a9,2,NOV-007940,NOVO,01_Assets_Organizados/Textures/textures/structures/Bark012_Roughness.jpg,728470
DUP-00075,7ecc283c69abae1952c8f4286164260c64ee38b24ea49ee4a57ee5ed00c316e0,2,TEM-001284,TEMPLATE,public/textures/structures/Bricks076B_Displacement.jpg,441324
