asset_id,origin,kind,status,relative_path,notes
TEM-000183,TEMPLATE,IMAGE_TEXTURE,ERROR,public/env/galecrest_day_1k.hdr,Falha ao abrir/renderizar imagem: UnidentifiedImageError: cannot identify image file '/home/runner/work/PSX_demons_whip/PSX_demons_whip/workspace/template/public/env/galecrest_day_1k.hdr'
TEM-000184,TEMPLATE,IMAGE_TEXTURE,ERROR,public/env/fen_day_2k.hdr,Falha ao abrir/renderizar imagem: UnidentifiedImageError: cannot identify image file '/home/runner/work/PSX_demons_whip/PSX_demons_whip/workspace/template/public/env/fen_day_2k.hdr'
TEM-000185,TEMPLATE,IMAGE_TEXTURE,ERROR,public/env/peaks_dawn_2k.hdr,Falha ao abrir/renderizar imagem: UnidentifiedImageError: cannot identify image file '/home/runner/work/PSX_demons_whip/PSX_demons_whip/workspace/template/public/env/peaks_dawn_2k.hdr'
TEM-000186,TEMPLATE,IMAGE_TEXTURE,ERROR,public/env/evergarden_day_1k.hdr,Falha ao abrir/renderizar imagem: UnidentifiedImageError: cannot identify image file '/home/runner/work/PSX_demons_whip/PSX_demons_whip/workspace/template/public/env/evergarden_day_1k.hdr'
TEM-000188,TEMPLATE,IMAGE_TEXTURE,ERROR,public/env/frost_twilight_1k.hdr,Falha ao abrir/renderizar imagem: UnidentifiedImageError: cannot identify image file '/home/runner/work/PSX_demons_whip/PSX_demons_whip/workspace/template/public/env/frost_twilight_1k.hdr'
TEM-000189,TEMPLATE,IMAGE_TEXTURE,ERROR,public/env/fen_day_1k.hdr,Falha ao abrir/renderizar imagem: UnidentifiedImageError: cannot identify image file '/home/runner/work/PSX_demons_whip/PSX_demons_whip/workspace/template/public/env/fen_day_1k.hdr'
TEM-000190,TEMPLATE,IMAGE_TEXTURE,ERROR,public/env/nightbloom_dream_1k.hdr,Falha ao abrir/renderizar imagem: UnidentifiedImageError: cannot identify image file '/home/runner/work/PSX_demons_whip/PSX_demons_whip/workspace/template/public/env/nightbloom_dream_1k.hdr'
TEM-000192,TEMPLATE,IMAGE_TEXTURE,ERROR,public/env/evergarden_day_2k.hdr,Falha ao abrir/renderizar imagem: UnidentifiedImageError: cannot identify image file '/home/runner/work/PSX_demons_whip/PSX_demons_whip/workspace/template/public/env/evergarden_day_2k.hdr'
TEM-000193,TEMPLATE,IMAGE_TEXTURE,ERROR,public/env/galecrest_day_2k.hdr,Falha ao abrir/renderizar imagem: UnidentifiedImageError: cannot identify image file '/home/runner/work/PSX_demons_whip/PSX_demons_whip/workspace/template/public/env/galecrest_day_2k.hdr'
TEM-000194,TEMPLATE,IMAGE_TEXTURE,ERROR,public/env/peaks_dawn_1k.hdr,Falha ao abrir/renderizar imagem: UnidentifiedImageError: cannot identify image file '/home/runner/work/PSX_demons_whip/PSX_demons_whip/workspace/template/public/env/peaks_dawn_1k.hdr'
TEM-000195,TEMPLATE,IMAGE_TEXTURE,ERROR,public/env/hollow_dusk_2k.hdr,Falha ao abrir/renderizar imagem: UnidentifiedImageError: cannot identify image file '/home/runner/work/PSX_demons_whip/PSX_demons_whip/workspace/template/public/env/hollow_dusk_2k.hdr'
TEM-000197,TEMPLATE,IMAGE_TEXTURE,ERROR,public/env/night_2k.hdr,Falha ao abrir/renderizar imagem: UnidentifiedImageError: cannot identify image file '/home/runner/work/PSX_demons_whip/PSX_demons_whip/workspace/template/public/env/night_2k.hdr'
TEM-000198,TEMPLATE,IMAGE_TEXTURE,ERROR,public/env/vale_cup_2k.hdr,Falha ao abrir/renderizar imagem: UnidentifiedImageError: cannot identify image file '/home/runner/work/PSX_demons_whip/PSX_demons_whip/workspace/template/public/env/vale_cup_2k.hdr'
TEM-000199,TEMPLATE,IMAGE_TEXTURE,ERROR,public/env/ember_storm_1k.hdr,Falha ao abrir/renderizar imagem: UnidentifiedImageError: cannot identify image file '/home/runner/work/PSX_demons_whip/PSX_demons_whip/workspace/template/public/env/ember_storm_1k.hdr'
TEM-000200,TEMPLATE,IMAGE_TEXTURE,ERROR,public/env/marsh_overcast_1k.hdr,Falha ao abrir/renderizar imagem: UnidentifiedImageError: cannot identify image file '/home/runner/work/PSX_demons_whip/PSX_demons_whip/workspace/template/public/env/marsh_overcast_1k.hdr'
TEM-000201,TEMPLATE,IMAGE_TEXTURE,ERROR,public/env/palmreach_day_2k.hdr,Falha ao abrir/renderizar imagem: UnidentifiedImageError: cannot identify image file '/home/runner/work/PSX_demons_whip/PSX_demons_whip/workspace/template/public/env/palmreach_day_2k.hdr'
TEM-000203,TEMPLATE,IMAGE_TEXTURE,ERROR,public/env/palmreach_day_1k.hdr,Falha ao abrir/renderizar imagem: UnidentifiedImageError: cannot identify image file '/home/runner/work/PSX_demons_whip/PSX_demons_whip/workspace/template/public/env/palmreach_day_1k.hdr'
TEM-000204,TEMPLATE,IMAGE_TEXTURE,ERROR,public/env/farshore_day_1k.hdr,Falha ao abrir/renderizar imagem: UnidentifiedImageError: cannot identify image file '/home/runner/work/PSX_demons_whip/PSX_demons_whip/workspace/template/public/env/farshore_day_1k.hdr'
TEM-000205,TEMPLATE,IMAGE_TEXTURE,ERROR,public/env/hollow_dusk_1k.hdr,Falha ao abrir/renderizar imagem: UnidentifiedImageError: cannot identify image file '/home/runner/work/PSX_demons_whip/PSX_demons_whip/workspace/template/public/env/hollow_dusk_1k.hdr'
TEM-000206,TEMPLATE,IMAGE_TEXTURE,ERROR,public/env/farshore_day_2k.hdr,Falha ao abrir/renderizar imagem: UnidentifiedImageError: cannot identify image file '/home/runner/work/PSX_demons_whip/PSX_demons_whip/workspace/template/public/env/farshore_day_2k.hdr'
TEM-000207,TEMPLATE,IMAGE_TEXTURE,ERROR,public/env/vale_cup_1k.hdr,Falha ao abrir/renderizar imagem: UnidentifiedImageError: cannot identify image file '/home/runner/work/PSX_demons_whip/PSX_demons_whip/workspace/template/public/env/vale_cup_1k.hdr'
TEM-000208,TEMPLATE,IMAGE_TEXTURE,ERROR,public/env/vale_day_2k.hdr,Falha ao abrir/renderizar imagem: UnidentifiedImageError: cannot identify image file '/home/runner/work/PSX_demons_whip/PSX_demons_whip/workspace/template/public/env/vale_day_2k.hdr'
TEM-000209,TEMPLATE,IMAGE_TEXTURE,ERROR,public/env/marsh_overcast_2k.hdr,Falha ao abrir/renderizar imagem: UnidentifiedImageError: cannot identify image file '/home/runner/work/PSX_demons_whip/PSX_demons_whip/workspace/template/public/env/marsh_overcast_2k.hdr'
TEM-000210,TEMPLATE,IMAGE_TEXTURE,ERROR,public/env/ember_storm_2k.hdr,Falha ao abrir/renderizar imagem: UnidentifiedImageError: cannot identify image file '/home/runner/work/PSX_demons_whip/PSX_demons_whip/workspace/template/public/env/ember_storm_2k.hdr'
TEM-000211,TEMPLATE,IMAGE_TEXTURE,ERROR,public/env/frost_twilight_2k.hdr,Falha ao abrir/renderizar imagem: UnidentifiedImageError: cannot identify image file '/home/runner/work/PSX_demons_whip/PSX_demons_whip/workspace/template/public/env/frost_twilight_2k.hdr'
TEM-000212,TEMPLATE,IMAGE_TEXTURE,ERROR,public/env/wraithwood_gloom_2k.hdr,Falha ao abrir/renderizar imagem: UnidentifiedImageError: cannot identify image file '/home/runner/work/PSX_demons_whip/PSX_demons_whip/workspace/template/public/env/wraithwood_gloom_2k.hdr'
TEM-000213,TEMPLATE,IMAGE_TEXTURE,ERROR,public/env/night_1k.hdr,Falha ao abrir/renderizar imagem: UnidentifiedImageError: cannot identify image file '/home/runner/work/PSX_demons_whip/PSX_demons_whip/workspace/template/public/env/night_1k.hdr'
TEM-001408,TEMPLATE,MODEL_3D,ERROR,public/models/props/fen_lilies.glb,"Falha na inspeção 3D: RuntimeError: Error: Python: Traceback (most recent call last):
  File ""/usr/share/blender/scripts/addons/io_scene_gltf2/__init__.py"", line 1064, in execute
    return self.import_gltf2(context)
  File ""/usr/share/blender/scripts/addons/io_scene_gltf2/__init__.py"", line 1083, in import_gltf2
    return self.unit_import(self.filepath, import_settings)
  File ""/usr/share/blender/scripts/addons/io_scene_gltf2/__init__.py"", line 1088, in unit_import
    from .blender.imp.gltf2_blender_gltf import BlenderGlTF
  File ""/usr/share/blender/scripts/addons/io_scene_gltf2/blender/imp/gltf2_blender_gltf.py"", line 17, in <module>
    from .gltf2_blender_scene import BlenderScene
  File ""/usr/share/blender/scripts/addons/io_scene_gltf2/blender/imp/gltf2_blender_scene.py"", line 17, in <module>
    from .gltf2_blender_node import BlenderNode
  File ""/usr/share/blender/scripts/addons/io_scene_gltf2/blender/imp/gltf2_blender_node.py"", line 18, in <module>
    from .gltf2_blender_mesh import BlenderMesh
  File ""/usr/share/blender/scripts/addons/io_scene_gltf2/blender/imp/gltf2_blender_mesh.py"", line 17, in <module>
    import numpy as np
ModuleNotFoundError: No module named 'numpy'

location: /usr/share/blender/scripts/modules/bpy/ops.py:132


Traceback (most recent call last):
  File ""/home/runner/work/PSX_demons_whip/PSX_demons_whip/workspace/demons/tools/asset_catalog/blender_batch.py"", line 427, in inspect_task
    import_model(path)
  File ""/home/runner/work/PSX_demons_whip/PSX_demons_whip/workspace/demons/tools/asset_catalog/blender_batch.py"", line 52, in import_model
    bpy.ops.import_scene.gltf(filepath=str(path))
  File ""/usr/share/blender/scripts/modules/bpy/ops.py"", line 132, in __call__
    ret = _op_call(self.idname_py(), None, kw)
RuntimeError: Error: Python: Traceback (most recent call last):
  File ""/usr/share/blender/scripts/addons/io_scene_gltf2/__init__.py"", line 1064, in execute
    return self.import_gltf2(context)
  File ""/usr/share/blender/scripts/addons/io_scene_gltf2/__init__.py"", line 1083, in import_gltf2
    return self.unit_import(self.filepath, import_settings)
  File ""/usr/share/blender/scripts/addons/io_scene_gltf2/__init__.py"", line 1088, in unit_import
    from .blender.imp.gltf2_blender_gltf import BlenderGlTF
  File ""/usr/share/blender/scripts/addons/io_scene_gltf2/blender/imp/gltf2_blender_gltf.py"", line 17, in <module>
    from .gltf2_blender_scene import BlenderScene
  File ""/usr/share/blender/scripts/addons/io_scene_gltf2/blender/imp/gltf2_blender_scene.py"", line 17, in <module>
    from .gltf2_blender_node import BlenderNode
  File ""/usr/share/blender/scripts/addons/io_scene_gltf2/blender/imp/gltf2_blender_node.py"", line 18, in <module>
    from .gltf2_blender_mesh import BlenderMesh
  File ""/usr/share/blender/scripts/addons/io_scene_gltf2/blender/imp/gltf2_blender_mesh.py"", line 17, in <module>
    import numpy as np
ModuleNotFoundError: No module named 'numpy'

location: /usr/share/blender/scripts/modules/bpy/ops.py:132


"
TEM-001409,TEMPLATE,MODEL_3D,ERROR,public/models/props/mushroom_giant_purple.glb,"Falha na inspeção 3D: RuntimeError: Error: Python: Traceback (most recent call last):
  File ""/usr/share/blender/scripts/addons/io_scene_gltf2/__init__.py"", line 1064, in execute
    return self.import_gltf2(context)
  File ""/usr/share/blender/scripts/addons/io_scene_gltf2/__init__.py"", line 1083, in import_gltf2
    return self.unit_import(self.filepath, import_settings)
  File ""/usr/share/blender/scripts/addons/io_scene_gltf2/__init__.py"", line 1088, in unit_import
    from .blender.imp.gltf2_blender_gltf import BlenderGlTF
  File ""/usr/share/blender/scripts/addons/io_scene_gltf2/blender/imp/gltf2_blender_gltf.py"", line 17, in <module>
    from .gltf2_blender_scene import BlenderScene
  File ""/usr/share/blender/scripts/addons/io_scene_gltf2/blender/imp/gltf2_blender_scene.py"", line 17, in <module>
    from .gltf2_blender_node import BlenderNode
  File ""/usr/share/blender/scripts/addons/io_scene_gltf2/blender/imp/gltf2_blender_node.py"", line 18, in <module>
    from .gltf2_blender_mesh import BlenderMesh
  File ""/usr/share/blender/scripts/addons/io_scene_gltf2/blender/imp/gltf2_blender_mesh.py"", line 17, in <module>
    import numpy as np
ModuleNotFoundError: No module named 'numpy'

location: /usr/share/blender/scripts/modules/bpy/ops.py:132


Traceback (most recent call last):
  File ""/home/runner/work/PSX_demons_whip/PSX_demons_whip/workspace/demons/tools/asset_catalog/blender_batch.py"", line 427, in inspect_task
    import_model(path)
  File ""/home/runner/work/PSX_demons_whip/PSX_demons_whip/workspace/demons/tools/asset_catalog/blender_batch.py"", line 52, in import_model
    bpy.ops.import_scene.gltf(filepath=str(path))
  File ""/usr/share/blender/scripts/modules/bpy/ops.py"", line 132, in __call__
    ret = _op_call(self.idname_py(), None, kw)
RuntimeError: Error: Python: Traceback (most recent call last):
  File ""/usr/share/blender/scripts/addons/io_scene_gltf2/__init__.py"", line 1064, in execute
    return self.import_gltf2(context)
  File ""/usr/share/blender/scripts/addons/io_scene_gltf2/__init__.py"", line 1083, in import_gltf2
    return self.unit_import(self.filepath, import_settings)
  File ""/usr/share/blender/scripts/addons/io_scene_gltf2/__init__.py"", line 1088, in unit_import
    from .blender.imp.gltf2_blender_gltf import BlenderGlTF
  File ""/usr/share/blender/scripts/addons/io_scene_gltf2/blender/imp/gltf2_blender_gltf.py"", line 17, in <module>
    from .gltf2_blender_scene import BlenderScene
  File ""/usr/share/blender/scripts/addons/io_scene_gltf2/blender/imp/gltf2_blender_scene.py"", line 17, in <module>
    from .gltf2_blender_node import BlenderNode
  File ""/usr/share/blender/scripts/addons/io_scene_gltf2/blender/imp/gltf2_blender_node.py"", line 18, in <module>
    from .gltf2_blender_mesh import BlenderMesh
  File ""/usr/share/blender/scripts/addons/io_scene_gltf2/blender/imp/gltf2_blender_mesh.py"", line 17, in <module>
    import numpy as np
ModuleNotFoundError: No module named 'numpy'

location: /usr/share/blender/scripts/modules/bpy/ops.py:132


"
TEM-001410,TEMPLATE,MODEL_3D,ERROR,public/models/props/willow_tree.glb,"Falha na inspeção 3D: RuntimeError: Error: Python: Traceback (most recent call last):
  File ""/usr/share/blender/scripts/addons/io_scene_gltf2/__init__.py"", line 1064, in execute
    return self.import_gltf2(context)
  File ""/usr/share/blender/scripts/addons/io_scene_gltf2/__init__.py"", line 1083, in import_gltf2
    return self.unit_import(self.filepath, import_settings)
  File ""/usr/share/blender/scripts/addons/io_scene_gltf2/__init__.py"", line 1088, in unit_import
    from .blender.imp.gltf2_blender_gltf import BlenderGlTF
  File ""/usr/share/blender/scripts/addons/io_scene_gltf2/blender/imp/gltf2_blender_gltf.py"", line 17, in <module>
    from .gltf2_blender_scene import BlenderScene
  File ""/usr/share/blender/scripts/addons/io_scene_gltf2/blender/imp/gltf2_blender_scene.py"", line 17, in <module>
    from .gltf2_blender_node import BlenderNode
  File ""/usr/share/blender/scripts/addons/io_scene_gltf2/blender/imp/gltf2_blender_node.py"", line 18, in <module>
    from .gltf2_blender_mesh import BlenderMesh
  File ""/usr/share/blender/scripts/addons/io_scene_gltf2/blender/imp/gltf2_blender_mesh.py"", line 17, in <module>
    import numpy as np
ModuleNotFoundError: No module named 'numpy'

location: /usr/share/blender/scripts/modules/bpy/ops.py:132


Traceback (most recent call last):
  File ""/home/runner/work/PSX_demons_whip/PSX_demons_whip/workspace/demons/tools/asset_catalog/blender_batch.py"", line 427, in inspect_task
    import_model(path)
  File ""/home/runner/work/PSX_demons_whip/PSX_demons_whip/workspace/demons/tools/asset_catalog/blender_batch.py"", line 52, in import_model
    bpy.ops.import_scene.gltf(filepath=str(path))
  File ""/usr/share/blender/scripts/modules/bpy/ops.py"", line 132, in __call__
    ret = _op_call(self.idname_py(), None, kw)
RuntimeError: Error: Python: Traceback (most recent call last):
  File ""/usr/share/blender/scripts/addons/io_scene_gltf2/__init__.py"", line 1064, in execute
    return self.import_gltf2(context)
  File ""/usr/share/blender/scripts/addons/io_scene_gltf2/__init__.py"", line 1083, in import_gltf2
    return self.unit_import(self.filepath, import_settings)
  File ""/usr/share/blender/scripts/addons/io_scene_gltf2/__init__.py"", line 1088, in unit_import
    from .blender.imp.gltf2_blender_gltf import BlenderGlTF
  File ""/usr/share/blender/scripts/addons/io_scene_gltf2/blender/imp/gltf2_blender_gltf.py"", line 17, in <module>
    from .gltf2_blender_scene import BlenderScene
  File ""/usr/share/blender/scripts/addons/io_scene_gltf2/blender/imp/gltf2_blender_scene.py"", line 17, in <module>
    from .gltf2_blender_node import BlenderNode
  File ""/usr/share/blender/scripts/addons/io_scene_gltf2/blender/imp/gltf2_blender_node.py"", line 18, in <module>
    from .gltf2_blender_mesh import BlenderMesh
  File ""/usr/share/blender/scripts/addons/io_scene_gltf2/blender/imp/gltf2_blender_mesh.py"", line 17, in <module>
    import numpy as np
ModuleNotFoundError: No module named 'numpy'

location: /usr/share/blender/scripts/modules/bpy/ops.py:132


"
TEM-001411,TEMPLATE,MODEL_3D,ERROR,public/models/props/fenbridge_palisade_wing.glb,"Falha na inspeção 3D: RuntimeError: Error: Python: Traceback (most recent call last):
  File ""/usr/share/blender/scripts/addons/io_scene_gltf2/__init__.py"", line 1064, in execute
    return self.import_gltf2(context)
  File ""/usr/share/blender/scripts/addons/io_scene_gltf2/__init__.py"", line 1083, in import_gltf2
    return self.unit_import(self.filepath, import_settings)
  File ""/usr/share/blender/scripts/addons/io_scene_gltf2/__init__.py"", line 1088, in unit_import
    from .blender.imp.gltf2_blender_gltf import BlenderGlTF
  File ""/usr/share/blender/scripts/addons/io_scene_gltf2/blender/imp/gltf2_blender_gltf.py"", line 17, in <module>
    from .gltf2_blender_scene import BlenderScene
  File ""/usr/share/blender/scripts/addons/io_scene_gltf2/blender/imp/gltf2_blender_scene.py"", line 17, in <module>
    from .gltf2_blender_node import BlenderNode
  File ""/usr/share/blender/scripts/addons/io_scene_gltf2/blender/imp/gltf2_blender_node.py"", line 18, in <module>
    from .gltf2_blender_mesh import BlenderMesh
  File ""/usr/share/blender/scripts/addons/io_scene_gltf2/blender/imp/gltf2_blender_mesh.py"", line 17, in <module>
    import numpy as np
ModuleNotFoundError: No module named 'numpy'

location: /usr/share/blender/scripts/modules/bpy/ops.py:132


Traceback (most recent call last):
  File ""/home/runner/work/PSX_demons_whip/PSX_demons_whip/workspace/demons/tools/asset_catalog/blender_batch.py"", line 427, in inspect_task
    import_model(path)
  File ""/home/runner/work/PSX_demons_whip/PSX_demons_whip/workspace/demons/tools/asset_catalog/blender_batch.py"", line 52, in import_model
    bpy.ops.import_scene.gltf(filepath=str(path))
  File ""/usr/share/blender/scripts/modules/bpy/ops.py"", line 132, in __call__
    ret = _op_call(self.idname_py(), None, kw)
RuntimeError: Error: Python: Traceback (most recent call last):
  File ""/usr/share/blender/scripts/addons/io_scene_gltf2/__init__.py"", line 1064, in execute
    return self.import_gltf2(context)
  File ""/usr/share/blender/scripts/addons/io_scene_gltf2/__init__.py"", line 1083, in import_gltf2
    return self.unit_import(self.filepath, import_settings)
  File ""/usr/share/blender/scripts/addons/io_scene_gltf2/__init__.py"", line 1088, in unit_import
    from .blender.imp.gltf2_blender_gltf import BlenderGlTF
  File ""/usr/share/blender/scripts/addons/io_scene_gltf2/blender/imp/gltf2_blender_gltf.py"", line 17, in <module>
    from .gltf2_blender_scene import BlenderScene
  File ""/usr/share/blender/scripts/addons/io_scene_gltf2/blender/imp/gltf2_blender_scene.py"", line 17, in <module>
    from .gltf2_blender_node import BlenderNode
  File ""/usr/share/blender/scripts/addons/io_scene_gltf2/blender/imp/gltf2_blender_node.py"", line 18, in <module>
    from .gltf2_blender_mesh import BlenderMesh
  File ""/usr/share/blender/scripts/addons/io_scene_gltf2/blender/imp/gltf2_blender_mesh.py"", line 17, in <module>
    import numpy as np
ModuleNotFoundError: No module named 'numpy'

location: /usr/share/blender/scripts/modules/bpy/ops.py:132


"
TEM-001412,TEMPLATE,MODEL_3D,ERROR,public/models/props/eastbrook_market_stall.glb,"Falha na inspeção 3D: RuntimeError: Error: Python: Traceback (most recent call last):
  File ""/usr/share/blender/scripts/addons/io_scene_gltf2/__init__.py"", line 1064, in execute
    return self.import_gltf2(context)
  File ""/usr/share/blender/scripts/addons/io_scene_gltf2/__init__.py"", line 1083, in import_gltf2
    return self.unit_import(self.filepath, import_settings)
  File ""/usr/share/blender/scripts/addons/io_scene_gltf2/__init__.py"", line 1088, in unit_import
    from .blender.imp.gltf2_blender_gltf import BlenderGlTF
  File ""/usr/share/blender/scripts/addons/io_scene_gltf2/blender/imp/gltf2_blender_gltf.py"", line 17, in <module>
    from .gltf2_blender_scene import BlenderScene
  File ""/usr/share/blender/scripts/addons/io_scene_gltf2/blender/imp/gltf2_blender_scene.py"", line 17, in <module>
    from .gltf2_blender_node import BlenderNode
  File ""/usr/share/blender/scripts/addons/io_scene_gltf2/blender/imp/gltf2_blender_node.py"", line 18, in <module>
    from .gltf2_blender_mesh import BlenderMesh
  File ""/usr/share/blender/scripts/addons/io_scene_gltf2/blender/imp/gltf2_blender_mesh.py"", line 17, in <module>
    import numpy as np
ModuleNotFoundError: No module named 'numpy'

location: /usr/share/blender/scripts/modules/bpy/ops.py:132


Traceback (most recent call last):
  File ""/home/runner/work/PSX_demons_whip/PSX_demons_whip/workspace/demons/tools/asset_catalog/blender_batch.py"", line 427, in inspect_task
    import_model(path)
  File ""/home/runner/work/PSX_demons_whip/PSX_demons_whip/workspace/demons/tools/asset_catalog/blender_batch.py"", line 52, in import_model
    bpy.ops.import_scene.gltf(filepath=str(path))
  File ""/usr/share/blender/scripts/modules/bpy/ops.py"", line 132, in __call__
    ret = _op_call(self.idname_py(), None, kw)
RuntimeError: Error: Python: Traceback (most recent call last):
  File ""/usr/share/blender/scripts/addons/io_scene_gltf2/__init__.py"", line 1064, in execute
    return self.import_gltf2(context)
  File ""/usr/share/blender/scripts/addons/io_scene_gltf2/__init__.py"", line 1083, in import_gltf2
    return self.unit_import(self.filepath, import_settings)
  File ""/usr/share/blender/scripts/addons/io_scene_gltf2/__init__.py"", line 1088, in unit_import
    from .blender.imp.gltf2_blender_gltf import BlenderGlTF
  File ""/usr/share/blender/scripts/addons/io_scene_gltf2/blender/imp/gltf2_blender_gltf.py"", line 17, in <module>
    from .gltf2_blender_scene import BlenderScene
  File ""/usr/share/blender/scripts/addons/io_scene_gltf2/blender/imp/gltf2_blender_scene.py"", line 17, in <module>
    from .gltf2_blender_node import BlenderNode
  File ""/usr/share/blender/scripts/addons/io_scene_gltf2/blender/imp/gltf2_blender_node.py"", line 18, in <module>
    from .gltf2_blender_mesh import BlenderMesh
  File ""/usr/share/blender/scripts/addons/io_scene_gltf2/blender/imp/gltf2_blender_mesh.py"", line 17, in <module>
    import numpy as np
ModuleNotFoundError: No module named 'numpy'

location: /usr/share/blender/scripts/modules/bpy/ops.py:132


"
