scope,relative_path,category,file_name,extension,size_bytes,size_kb,size_mb,mapping_status,mapping_source,mapping_target,mapping_label,triangles,vertices,materials,textures_in_gltf,image_width,image_height,image_mode
01_Assets_Organizados,Dungeon/banner_patterna_brown.glb,Dungeon,banner_patterna_brown.glb,.glb,32668,31.9,0.0312,UNMAPPED,,,,110,220,1,1,,,
01_Assets_Organizados,Dungeon/banner_patterna_green.glb,Dungeon,banner_patterna_green.glb,.glb,32668,31.9,0.0312,UNMAPPED,,,,110,220,1,1,,,
01_Assets_Organizados,Dungeon/banner_patterna_red.glb,Dungeon,banner_patterna_red.glb,.glb,32664,31.9,0.0312,UNMAPPED,,,,110,220,1,1,,,
01_Assets_Organizados,Dungeon/banner_patterna_white.glb,Dungeon,banner_patterna_white.glb,.glb,32664,31.9,0.0312,UNMAPPED,,,,110,220,1,1,,,
01_Assets_Organizados,Dungeon/banner_patterna_yellow.glb,Dungeon,banner_patterna_yellow.glb,.glb,32668,31.9,0.0312,UNMAPPED,,,,110,220,1,1,,,
01_Assets_Organizados,Dungeon/banner_patternb_blue.glb,Dungeon,banner_patternb_blue.glb,.glb,32452,31.69,0.0309,UNMAPPED,,,,97,197,1,1,,,
01_Assets_Organizados,Dungeon/banner_patternb_brown.glb,Dungeon,banner_patternb_brown.glb,.glb,32452,31.69,0.0309,UNMAPPED,,,,97,197,1,1,,,
01_Assets_Organizados,Dungeon/banner_patternb_green.glb,Dungeon,banner_patternb_green.glb,.glb,32452,31.69,0.0309,UNMAPPED,,,,97,197,1,1,,,
01_Assets_Organizados,Dungeon/banner_patternb_red.glb,Dungeon,banner_patternb_red.glb,.glb,32444,31.68,0.0309,UNMAPPED,,,,97,197,1,1,,,
01_Assets_Organizados,Dungeon/banner_patternb_white.glb,Dungeon,banner_patternb_white.glb,.glb,32452,31.69,0.0309,UNMAPPED,,,,97,197,1,1,,,
01_Assets_Organizados,Dungeon/banner_patternb_yellow.glb,Dungeon,banner_patternb_yellow.glb,.glb,32452,31.69,0.0309,UNMAPPED,,,,97,197,1,1,,,
01_Assets_Organizados,Dungeon/banner_patternc_blue.glb,Dungeon,banner_patternc_blue.glb,.glb,32452,31.69,0.0309,UNMAPPED,,,,97,197,1,1,,,
01_Assets_Organizados,Dungeon/banner_patternc_brown.glb,Dungeon,banner_patternc_brown.glb,.glb,32452,31.69,0.0309,UNMAPPED,,,,97,197,1,1,,,
01_Assets_Organizados,Dungeon/banner_patternC_green.glb,Dungeon,banner_patternC_green.glb,.glb,29212,28.53,0.0279,UNMAPPED,,,,97,205,1,1,,,
01_Assets_Organizados,Dungeon/banner_patternc_red.glb,Dungeon,banner_patternc_red.glb,.glb,32448,31.69,0.0309,UNMAPPED,,,,97,197,1,1,,,
01_Assets_Organizados,Dungeon/banner_patternc_white.glb,Dungeon,banner_patternc_white.glb,.glb,32448,31.69,0.0309,UNMAPPED,,,,97,197,1,1,,,
01_Assets_Organizados,Dungeon/banner_patternc_yellow.glb,Dungeon,banner_patternc_yellow.glb,.glb,32456,31.7,0.031,UNMAPPED,,,,97,197,1,1,,,
01_Assets_Organizados,Dungeon/banner_red.glb,Dungeon,banner_red.glb,.glb,32344,31.59,0.0308,⚠️ REESTILIZAR,dungeon/banner_red.glb,dungeon/banner_red.glb,Banner Red,97,187,1,1,,,
01_Assets_Organizados,Dungeon/banner_shield_blue.glb,Dungeon,banner_shield_blue.glb,.glb,39056,38.14,0.0372,UNMAPPED,,,,639,1068,1,1,,,
01_Assets_Organizados,Dungeon/banner_shield_brown.glb,Dungeon,banner_shield_brown.glb,.glb,41564,40.59,0.0396,UNMAPPED,,,,639,1022,1,1,,,
01_Assets_Organizados,Dungeon/banner_shield_green.glb,Dungeon,banner_shield_green.glb,.glb,41564,40.59,0.0396,UNMAPPED,,,,639,1022,1,1,,,
01_Assets_Organizados,Dungeon/banner_shield_red.glb,Dungeon,banner_shield_red.glb,.glb,41556,40.58,0.0396,UNMAPPED,,,,639,1022,1,1,,,
01_Assets_Organizados,Dungeon/banner_shield_white.glb,Dungeon,banner_shield_white.glb,.glb,41560,40.59,0.0396,UNMAPPED,,,,639,1022,1,1,,,
01_Assets_Organizados,Dungeon/banner_shield_yellow.glb,Dungeon,banner_shield_yellow.glb,.glb,41560,40.59,0.0396,UNMAPPED,,,,639,1022,1,1,,,
01_Assets_Organizados,Dungeon/banner_thin_blue.glb,Dungeon,banner_thin_blue.glb,.glb,32020,31.27,0.0305,UNMAPPED,,,,83,155,1,1,,,
01_Assets_Organizados,Dungeon/banner_thin_brown.glb,Dungeon,banner_thin_brown.glb,.glb,32024,31.27,0.0305,UNMAPPED,,,,83,155,1,1,,,
01_Assets_Organizados,Dungeon/banner_thin_green.glb,Dungeon,banner_thin_green.glb,.glb,32028,31.28,0.0305,UNMAPPED,,,,83,155,1,1,,,
01_Assets_Organizados,Dungeon/banner_thin_red.glb,Dungeon,banner_thin_red.glb,.glb,32020,31.27,0.0305,UNMAPPED,,,,83,155,1,1,,,
01_Assets_Organizados,Dungeon/banner_thin_white.glb,Dungeon,banner_thin_white.glb,.glb,28868,28.19,0.0275,UNMAPPED,,,,83,172,1,1,,,
01_Assets_Organizados,Dungeon/banner_thin_yellow.glb,Dungeon,banner_thin_yellow.glb,.glb,32024,31.27,0.0305,UNMAPPED,,,,83,155,1,1,,,
01_Assets_Organizados,Dungeon/banner_triple_blue.glb,Dungeon,banner_triple_blue.glb,.glb,32620,31.86,0.0311,UNMAPPED,,,,263,549,1,1,,,
01_Assets_Organizados,Dungeon/banner_triple_brown.glb,Dungeon,banner_triple_brown.glb,.glb,35356,34.53,0.0337,UNMAPPED,,,,263,497,1,1,,,
01_Assets_Organizados,Dungeon/banner_triple_green.glb,Dungeon,banner_triple_green.glb,.glb,32616,31.85,0.0311,UNMAPPED,,,,263,549,1,1,,,
01_Assets_Organizados,Dungeon/banner_triple_red.glb,Dungeon,banner_triple_red.glb,.glb,35344,34.52,0.0337,UNMAPPED,,,,263,497,1,1,,,
01_Assets_Organizados,Dungeon/banner_triple_white.glb,Dungeon,banner_triple_white.glb,.glb,35348,34.52,0.0337,UNMAPPED,,,,263,497,1,1,,,
01_Assets_Organizados,Dungeon/banner_triple_yellow.glb,Dungeon,banner_triple_yellow.glb,.glb,35352,34.52,0.0337,UNMAPPED,,,,263,497,1,1,,,
01_Assets_Organizados,Dungeon/banner_white.glb,Dungeon,banner_white.glb,.glb,29204,28.52,0.0279,⚠️ REESTILIZAR,dungeon/banner_white.glb,dungeon/banner_white.glb,Banner White,97,205,1,1,,,
01_Assets_Organizados,Dungeon/banner_yellow.glb,Dungeon,banner_yellow.glb,.glb,32348,31.59,0.0308,⚠️ REESTILIZAR,dungeon/banner_yellow.glb,dungeon/banner_yellow.glb,Banner Yellow,97,187,1,1,,,
01_Assets_Organizados,Dungeon/bar_innercorner.glb,Dungeon,bar_innercorner.glb,.glb,38256,37.36,0.0365,⚠️ REESTILIZAR,dungeon/bar_innercorner.glb,dungeon/bar_innercorner.glb,Railing Corner,552,804,1,1,,,
01_Assets_Organizados,Dungeon/bar_outercorner.glb,Dungeon,bar_outercorner.glb,.glb,38828,37.92,0.037,⚠️ REESTILIZAR,dungeon/bar_outercorner.glb,dungeon/bar_outercorner.glb,Railing Outer,604,872,1,1,,,
01_Assets_Organizados,Dungeon/bar_straight_a.glb,Dungeon,bar_straight_a.glb,.glb,35352,34.52,0.0337,UNMAPPED,,,,352,512,1,1,,,
01_Assets_Organizados,Dungeon/bar_straight_a_short.glb,Dungeon,bar_straight_a_short.glb,.glb,33524,32.74,0.032,UNMAPPED,,,,220,320,1,1,,,
01_Assets_Organizados,Dungeon/bar_straight_b.glb,Dungeon,bar_straight_b.glb,.glb,35092,34.27,0.0335,UNMAPPED,,,,340,492,1,1,,,
01_Assets_Organizados,Dungeon/bar_straight_b_short.glb,Dungeon,bar_straight_b_short.glb,.glb,34892,34.07,0.0333,UNMAPPED,,,,316,450,1,1,,,
01_Assets_Organizados,Dungeon/bar_straight_c.glb,Dungeon,bar_straight_c.glb,.glb,37152,36.28,0.0354,UNMAPPED,,,,516,678,1,1,,,
01_Assets_Organizados,Dungeon/bar_straight_c_short.glb,Dungeon,bar_straight_c_short.glb,.glb,34948,34.13,0.0333,UNMAPPED,,,,334,446,1,1,,,
01_Assets_Organizados,Dungeon/barrel_large.glb,Dungeon,barrel_large.glb,.glb,35188,34.36,0.0336,⚠️ REESTILIZAR,dungeon/barrel_large.glb,dungeon/barrel_large.glb,Large Barrel,561,745,1,1,,,
01_Assets_Organizados,Dungeon/barrel_large_decorated.glb,Dungeon,barrel_large_decorated.glb,.glb,45748,44.68,0.0436,⚠️ REESTILIZAR,dungeon/barrel_large_decorated.glb,dungeon/barrel_large_decorated.glb,Ornate Barrel,1047,1403,1,1,,,
01_Assets_Organizados,Dungeon/barrel_small.glb,Dungeon,barrel_small.glb,.glb,34692,33.88,0.0331,⚠️ REESTILIZAR,dungeon/barrel_small.glb,dungeon/barrel_small.glb,Small Barrel,207,419,1,1,,,
01_Assets_Organizados,Dungeon/barrel_small_stack.glb,Dungeon,barrel_small_stack.glb,.glb,51676,50.46,0.0493,⚠️ REESTILIZAR,dungeon/barrel_small_stack.glb,dungeon/barrel_small_stack.glb,Barrel Stack,1149,2316,1,1,,,
01_Assets_Organizados,Dungeon/barrier.glb,Dungeon,barrier.glb,.glb,31888,31.14,0.0304,⚠️ REESTILIZAR,dungeon/barrier.glb,dungeon/barrier.glb,Barricade,90,180,1,1,,,
01_Assets_Organizados,Dungeon/barrier_colum_half.glb,Dungeon,barrier_colum_half.glb,.glb,31996,31.25,0.0305,UNMAPPED,,,,86,176,1,1,,,
01_Assets_Organizados,Dungeon/barrier_column.glb,Dungeon,barrier_column.glb,.glb,32268,31.51,0.0308,⚠️ REESTILIZAR,dungeon/barrier_column.glb,dungeon/barrier_column.glb,Column,110,224,1,1,,,
01_Assets_Organizados,Dungeon/barrier_corner.glb,Dungeon,barrier_corner.glb,.glb,32820,32.05,0.0313,⚠️ REESTILIZAR,dungeon/barrier_corner.glb,dungeon/barrier_corner.glb,Corner,128,260,1,1,,,
01_Assets_Organizados,Dungeon/barrier_half.glb,Dungeon,barrier_half.glb,.glb,31100,30.37,0.0297,⚠️ REESTILIZAR,dungeon/barrier_half.glb,dungeon/barrier_half.glb,Half Wall,42,84,1,1,,,
01_Assets_Organizados,Dungeon/bartop_a_large.glb,Dungeon,bartop_a_large.glb,.glb,34520,33.71,0.0329,UNMAPPED,,,,348,432,1,1,,,
01_Assets_Organizados,Dungeon/bartop_a_medium.glb,Dungeon,bartop_a_medium.glb,.glb,34672,33.86,0.0331,UNMAPPED,,,,348,432,1,1,,,
01_Assets_Organizados,Dungeon/bartop_a_small.glb,Dungeon,bartop_a_small.glb,.glb,34664,33.85,0.0331,UNMAPPED,,,,348,432,1,1,,,
01_Assets_Organizados,Dungeon/bartop_b_large.glb,Dungeon,bartop_b_large.glb,.glb,35592,34.76,0.0339,UNMAPPED,,,,416,538,1,1,,,
01_Assets_Organizados,Dungeon/bartop_b_medium.glb,Dungeon,bartop_b_medium.glb,.glb,35204,34.38,0.0336,UNMAPPED,,,,392,496,1,1,,,
01_Assets_Organizados,Dungeon/bartop_b_small.glb,Dungeon,bartop_b_small.glb,.glb,35200,34.38,0.0336,UNMAPPED,,,,392,496,1,1,,,
01_Assets_Organizados,Dungeon/bed_a_double.glb,Dungeon,bed_a_double.glb,.glb,39252,38.33,0.0374,UNMAPPED,,,,676,876,1,1,,,
01_Assets_Organizados,Dungeon/bed_a_single.glb,Dungeon,bed_a_single.glb,.glb,37876,36.99,0.0361,UNMAPPED,,,,558,756,1,1,,,
01_Assets_Organizados,Dungeon/bed_a_stacked.glb,Dungeon,bed_a_stacked.glb,.glb,51404,50.2,0.049,UNMAPPED,,,,1336,2056,1,1,,,
01_Assets_Organizados,Dungeon/bed_b_double.glb,Dungeon,bed_b_double.glb,.glb,46984,45.88,0.0448,UNMAPPED,,,,1282,1700,1,1,,,
01_Assets_Organizados,Dungeon/bed_b_single.glb,Dungeon,bed_b_single.glb,.glb,45236,44.18,0.0431,UNMAPPED,,,,1108,1524,1,1,,,
01_Assets_Organizados,Dungeon/bed_decorated.glb,Dungeon,bed_decorated.glb,.glb,50740,49.55,0.0484,⚠️ REESTILIZAR,dungeon/bed_decorated.glb,dungeon/bed_decorated.glb,Ornate Bed,1410,1926,1,1,,,
01_Assets_Organizados,Dungeon/bed_floor.glb,Dungeon,bed_floor.glb,.glb,32616,31.85,0.0311,⚠️ REESTILIZAR,dungeon/bed_floor.glb,dungeon/bed_floor.glb,Pallet Bed,232,192,1,1,,,
01_Assets_Organizados,Dungeon/bed_frame.glb,Dungeon,bed_frame.glb,.glb,34004,33.21,0.0324,⚠️ REESTILIZAR,dungeon/bed_frame.glb,dungeon/bed_frame.glb,Bed Frame,304,338,1,1,,,
01_Assets_Organizados,Dungeon/bench.glb,Dungeon,bench.glb,.glb,35708,34.87,0.0341,⚠️ REESTILIZAR,dungeon/bench.glb,dungeon/bench.glb,Bench,348,513,1,1,,,
01_Assets_Organizados,Dungeon/bench_decorated.glb,Dungeon,bench_decorated.glb,.glb,44628,43.58,0.0426,⚠️ REESTILIZAR,dungeon/bench_decorated.glb,dungeon/bench_decorated.glb,Ornate Bench,978,1298,1,1,,,
01_Assets_Organizados,Dungeon/bone_A.glb,Dungeon,bone_A.glb,.glb,30776,30.05,0.0294,⚠️ REESTILIZAR,dungeon/bone_A.glb,dungeon/bone_A.glb,Bone A,204,199,1,1,,,
01_Assets_Organizados,Dungeon/bone_B.glb,Dungeon,bone_B.glb,.glb,30312,29.6,0.0289,⚠️ REESTILIZAR,dungeon/bone_B.glb,dungeon/bone_B.glb,Bone B,220,148,1,1,,,
01_Assets_Organizados,Dungeon/bone_c.glb,Dungeon,bone_c.glb,.glb,32808,32.04,0.0313,⚠️ REESTILIZAR,dungeon/bone_c.glb,dungeon/bone_c.glb,Bone C,204,199,1,1,,,
01_Assets_Organizados,Dungeon/book_brown.glb,Dungeon,book_brown.glb,.glb,31360,30.62,0.0299,UNMAPPED,,,,52,92,1,1,,,
01_Assets_Organizados,Dungeon/book_grey.glb,Dungeon,book_grey.glb,.glb,31372,30.64,0.0299,UNMAPPED,,,,52,92,1,1,,,
01_Assets_Organizados,Dungeon/book_tan.glb,Dungeon,book_tan.glb,.glb,31356,30.62,0.0299,UNMAPPED,,,,52,92,1,1,,,
01_Assets_Organizados,Dungeon/bookcase_double.glb,Dungeon,bookcase_double.glb,.glb,33912,33.12,0.0323,UNMAPPED,,,,236,432,1,1,,,
01_Assets_Organizados,Dungeon/bookcase_double_decorateda.glb,Dungeon,bookcase_double_decorateda.glb,.glb,66396,64.84,0.0633,UNMAPPED,,,,2212,3928,1,1,,,
01_Assets_Organizados,Dungeon/bookcase_double_decoratedb.glb,Dungeon,bookcase_double_decoratedb.glb,.glb,63812,62.32,0.0609,UNMAPPED,,,,1994,3469,1,1,,,
01_Assets_Organizados,Dungeon/bookcase_single.glb,Dungeon,bookcase_single.glb,.glb,33736,32.95,0.0322,UNMAPPED,,,,216,394,1,1,,,
01_Assets_Organizados,Dungeon/bookcase_single_decorateda.glb,Dungeon,bookcase_single_decorateda.glb,.glb,50392,49.21,0.0481,UNMAPPED,,,,1204,2142,1,1,,,
01_Assets_Organizados,Dungeon/bookcase_single_decoratedb.glb,Dungeon,bookcase_single_decoratedb.glb,.glb,52576,51.34,0.0501,UNMAPPED,,,,1261,2226,1,1,,,
01_Assets_Organizados,Dungeon/bottle_a_brown.glb,Dungeon,bottle_a_brown.glb,.glb,33024,32.25,0.0315,UNMAPPED,,,,144,215,1,1,,,
01_Assets_Organizados,Dungeon/bottle_a_green.glb,Dungeon,bottle_a_green.glb,.glb,33188,32.41,0.0317,UNMAPPED,,,,144,231,1,1,,,
01_Assets_Organizados,Dungeon/bottle_a_labeled_brown.glb,Dungeon,bottle_a_labeled_brown.glb,.glb,33080,32.3,0.0315,UNMAPPED,,,,144,219,1,1,,,
01_Assets_Organizados,Dungeon/bottle_a_labeled_green.glb,Dungeon,bottle_a_labeled_green.glb,.glb,33232,32.45,0.0317,UNMAPPED,,,,144,235,1,1,,,
01_Assets_Organizados,Dungeon/bottle_b_brown.glb,Dungeon,bottle_b_brown.glb,.glb,33028,32.25,0.0315,UNMAPPED,,,,144,215,1,1,,,
01_Assets_Organizados,Dungeon/bottle_b_green.glb,Dungeon,bottle_b_green.glb,.glb,33192,32.41,0.0317,UNMAPPED,,,,144,231,1,1,,,
01_Assets_Organizados,Dungeon/bottle_c_brown.glb,Dungeon,bottle_c_brown.glb,.glb,33024,32.25,0.0315,UNMAPPED,,,,144,215,1,1,,,
01_Assets_Organizados,Dungeon/bottle_c_green.glb,Dungeon,bottle_c_green.glb,.glb,33192,32.41,0.0317,UNMAPPED,,,,144,231,1,1,,,
01_Assets_Organizados,Dungeon/box_large.glb,Dungeon,box_large.glb,.glb,33684,32.89,0.0321,UNMAPPED,,,,188,320,1,1,,,
01_Assets_Organizados,Dungeon/box_small.glb,Dungeon,box_small.glb,.glb,30608,29.89,0.0292,UNMAPPED,,,,188,330,1,1,,,
01_Assets_Organizados,Dungeon/box_small_decorated.glb,Dungeon,box_small_decorated.glb,.glb,47020,45.92,0.0448,UNMAPPED,,,,928,1522,1,1,,,
01_Assets_Organizados,Dungeon/box_stacked.glb,Dungeon,box_stacked.glb,.glb,66744,65.18,0.0637,UNMAPPED,,,,2173,3651,1,1,,,
01_Assets_Organizados,Dungeon/bucket.glb,Dungeon,bucket.glb,.glb,34724,33.91,0.0331,UNMAPPED,,,,208,428,1,1,,,
01_Assets_Organizados,Dungeon/bucket_pickaxes.glb,Dungeon,bucket_pickaxes.glb,.glb,38788,37.88,0.037,UNMAPPED,,,,488,764,1,1,,,
01_Assets_Organizados,Dungeon/candle.glb,Dungeon,candle.glb,.glb,31468,30.73,0.03,UNMAPPED,,,,66,91,1,1,,,
01_Assets_Organizados,Dungeon/candle_lit.glb,Dungeon,candle_lit.glb,.glb,28892,28.21,0.0276,UNMAPPED,,,,120,152,1,1,,,
01_Assets_Organizados,Dungeon/candle_melted.glb,Dungeon,candle_melted.glb,.glb,31512,30.77,0.0301,UNMAPPED,,,,66,91,1,1,,,
01_Assets_Organizados,Dungeon/candle_thin.glb,Dungeon,candle_thin.glb,.glb,31476,30.74,0.03,UNMAPPED,,,,66,91,1,1,,,
01_Assets_Organizados,Dungeon/candle_thin_lit.glb,Dungeon,candle_thin_lit.glb,.glb,31864,31.12,0.0304,UNMAPPED,,,,120,120,1,1,,,
01_Assets_Organizados,Dungeon/candle_triple.glb,Dungeon,candle_triple.glb,.glb,30616,29.9,0.0292,UNMAPPED,,,,198,312,1,1,,,
01_Assets_Organizados,Dungeon/candy_blue_a.glb,Dungeon,candy_blue_a.glb,.glb,32652,31.89,0.0311,UNMAPPED,,,,176,180,1,1,,,
01_Assets_Organizados,Dungeon/candy_blue_b.glb,Dungeon,candy_blue_b.glb,.glb,32648,31.88,0.0311,UNMAPPED,,,,176,180,1,1,,,
01_Assets_Organizados,Dungeon/candy_brown_a.glb,Dungeon,candy_brown_a.glb,.glb,32648,31.88,0.0311,UNMAPPED,,,,176,180,1,1,,,
01_Assets_Organizados,Dungeon/candy_brown_b.glb,Dungeon,candy_brown_b.glb,.glb,32648,31.88,0.0311,UNMAPPED,,,,176,180,1,1,,,
01_Assets_Organizados,Dungeon/candy_brown_c.glb,Dungeon,candy_brown_c.glb,.glb,32640,31.88,0.0311,UNMAPPED,,,,176,180,1,1,,,
01_Assets_Organizados,Dungeon/candy_bucket_a.glb,Dungeon,candy_bucket_a.glb,.glb,34812,34.0,0.0332,UNMAPPED,,,,248,270,1,1,,,
01_Assets_Organizados,Dungeon/candy_bucket_a_decorated.glb,Dungeon,candy_bucket_a_decorated.glb,.glb,42992,41.98,0.041,UNMAPPED,,,,816,955,1,1,,,
01_Assets_Organizados,Dungeon/candy_bucket_b.glb,Dungeon,candy_bucket_b.glb,.glb,35548,34.71,0.0339,UNMAPPED,,,,344,330,1,1,,,
